leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
113,2024-12-10 04:00:00,High,HH,68.39,0.480000000000004,0.0070681784715065366,Up,0.003
114,2024-12-10 06:02:00,Low,LL,67.73,-0.6599999999999966,-0.009650533703757791,Down,0.003
115,2024-12-10 07:09:00,High,LH,68.18,0.45000000000000284,0.0066440277572714646,Up,0.003
116,2024-12-10 07:34:00,Low,HL,67.97,-0.21000000000000796,-0.0030800821355236874,Down,0.003
117,2024-12-10 09:04:00,High,HH,68.59,0.6200000000000045,0.009121671325584835,Up,0.003
118,2024-12-10 09:39:00,Low,HL,68.28,-0.3100000000000023,-0.004519609272488734,Down,0.003
119,2024-12-10 09:52:00,High,LH,68.54,0.2600000000000051,0.003807850029291293,Up,0.003
120,2024-12-10 09:57:00,Low,HL,68.31,-0.23000000000000398,-0.003355704697986628,Down,0.003
121,2024-12-10 11:49:00,High,HH,69.05,0.7399999999999949,0.010832967354706513,Up,0.003
122,2024-12-10 14:53:00,Low,HL,68.31,-0.7399999999999949,-0.010716871832005759,Down,0.003
123,2024-12-11 01:58:00,High,HH,69.15,0.8400000000000034,0.012296881862099207,Up,0.003
124,2024-12-11 03:02:00,Low,HL,68.7,-0.45000000000000284,-0.006507592190889366,Down,0.003
125,2024-12-11 05:05:00,High,HH,69.37,0.6700000000000017,0.009752547307132486,Up,0.003
126,2024-12-11 06:27:00,Low,HL,69.14,-0.23000000000000398,-0.0033155542741819533,Down,0.003
127,2024-12-11 07:17:00,High,HH,69.62,0.480000000000004,0.006942435637836253,Up,0.003
128,2024-12-11 08:04:00,Low,HL,69.31,-0.3100000000000023,-0.004452743464521736,Down,0.003
129,2024-12-11 08:50:00,High,LH,69.52,0.20999999999999375,0.003029865820227906,Up,0.003
130,2024-12-11 09:40:00,Low,LL,69.19,-0.3299999999999983,-0.004746835443038,Down,0.003
131,2024-12-11 10:15:00,High,HH,69.65,0.46000000000000796,0.006648359589536135,Up,0.003
132,2024-12-11 10:43:00,Low,LL,69.13,-0.5200000000000102,-0.007465900933237735,Down,0.003
133,2024-12-11 12:48:00,High,HH,70.05,0.9200000000000017,0.013308259800376199,Up,0.003
134,2024-12-11 13:17:00,Low,HL,69.82,-0.23000000000000398,-0.003283369022127114,Down,0.003
135,2024-12-11 15:20:00,High,HH,70.53,0.710000000000008,0.01016900601546844,Up,0.003
136,2024-12-11 20:52:00,Low,HL,70.16,-0.37000000000000455,-0.00524599461222186,Down,0.003
137,2024-12-12 04:00:00,High,HH,70.71,0.5499999999999972,0.007839224629418329,Up,0.003
138,2024-12-12 06:17:00,Low,LL,70.14,-0.5699999999999932,-0.008061094611794606,Down,0.003
139,2024-12-12 07:37:00,High,LH,70.55,0.4099999999999966,0.005845451953236269,Up,0.003
140,2024-12-12 08:38:00,Low,LL,70.12,-0.4299999999999926,-0.0060949681077249185,Down,0.003
141,2024-12-12 08:50:00,High,LH,70.42,0.29999999999999716,0.00427837992013691,Up,0.003
142,2024-12-12 10:16:00,Low,LL,69.25,-1.1700000000000017,-0.016614598125532565,Down,0.003
143,2024-12-12 10:37:00,High,LH,69.47,0.21999999999999886,0.003176895306859162,Up,0.003
144,2024-12-12 11:12:00,Low,LL,69.16,-0.3100000000000023,-0.004462357852310417,Down,0.003
145,2024-12-12 12:17:00,High,HH,70.49,1.3299999999999983,0.019230769230769162,Up,0.003
146,2024-12-12 12:24:00,Low,HL,70.16,-0.3299999999999983,-0.004681515108525991,Down,0.003
147,2024-12-12 13:11:00,High,HH,70.49,0.3299999999999983,0.004703534777650953,Up,0.003
148,2024-12-12 14:12:00,Low,LL,69.98,-0.5099999999999909,-0.0072350688040855315,Down,0.003
149,2024-12-12 15:28:00,High,LH,70.27,0.28999999999999204,0.004144041154615419,Up,0.003
150,2024-12-12 18:31:00,Low,LL,69.87,-0.3999999999999915,-0.005692329585882949,Down,0.003
151,2024-12-13 02:58:00,High,HH,70.35,0.47999999999998977,0.006869901245169396,Up,0.003
152,2024-12-13 04:03:00,Low,HL,69.98,-0.36999999999999034,-0.005259417199715566,Down,0.003
153,2024-12-13 06:17:00,High,HH,70.91,0.9299999999999926,0.013289511288939515,Up,0.003
154,2024-12-13 08:20:00,Low,HL,70.25,-0.6599999999999966,-0.009307572979833534,Down,0.003
155,2024-12-13 08:44:00,High,LH,70.51,0.2600000000000051,0.00370106761565836,Up,0.003
156,2024-12-13 09:06:00,Low,HL,70.25,-0.2600000000000051,-0.00368742022408175,Down,0.003
157,2024-12-13 09:53:00,High,HH,70.78,0.5300000000000011,0.007544483985765238,Up,0.003
158,2024-12-13 10:28:00,Low,HL,70.46,-0.3200000000000074,-0.004521051144391164,Down,0.003
159,2024-12-13 14:32:00,High,HH,71.4,0.9400000000000119,0.013340902639795704,Up,0.003
160,2024-12-16 01:13:00,Low,HL,70.79,-0.6099999999999994,-0.008543417366946748,Down,0.003
161,2024-12-16 03:22:00,High,LH,71.03,0.23999999999999488,0.0033903093657294825,Up,0.003
162,2024-12-16 06:17:00,Low,LL,70.38,-0.6500000000000057,-0.009151062931155973,Down,0.003
163,2024-12-16 09:21:00,High,HH,71.1,0.7199999999999989,0.010230179028132946,Up,0.003
164,2024-12-16 10:00:00,Low,HL,70.77,-0.3299999999999983,-0.004641350210970452,Down,0.003
165,2024-12-16 10:30:00,High,HH,71.17,0.4000000000000057,0.00565211247703834,Up,0.003
166,2024-12-16 12:09:00,Low,LL,70.51,-0.6599999999999966,-0.009273570324574876,Down,0.003
167,2024-12-16 13:21:00,High,LH,71.05,0.539999999999992,0.007658488157707977,Up,0.003
168,2024-12-16 14:27:00,Low,HL,70.57,-0.480000000000004,-0.0067558057705841,Down,0.003
169,2024-12-16 14:30:00,High,LH,70.83,0.2600000000000051,0.0036842851069860405,Up,0.003
170,2024-12-16 22:13:00,Low,LL,70.16,-0.6700000000000017,-0.009459268671466958,Down,0.003
171,2024-12-17 02:40:00,High,LH,70.53,0.37000000000000455,0.005273660205245223,Up,0.003
172,2024-12-17 04:02:00,Low,LL,69.58,-0.9500000000000028,-0.013469445625974852,Down,0.003
173,2024-12-17 04:51:00,High,LH,69.9,0.3200000000000074,0.004599022707674649,Up,0.003
174,2024-12-17 07:00:00,Low,LL,69.44,-0.46000000000000796,-0.006580829756795525,Down,0.003
175,2024-12-17 07:15:00,High,LH,69.69,0.25,0.0036002304147464415,Up,0.003
176,2024-12-17 07:31:00,Low,LL,69.42,-0.269999999999996,-0.0038743004735255493,Down,0.003
177,2024-12-17 08:06:00,High,LH,69.67,0.25,0.0036012676462113813,Up,0.003
