from_leg_id,from_datetime,from_label,from_pivot_side,from_price,to_leg_id,to_datetime,to_label,to_pivot_side,to_price,price_change,pct_change,time_delta_minutes,threshold_pct
1319,2024-12-26 09:51:00,LH,High,70.65,1320,2024-12-26 09:59:00,LL,Low,70.38,-0.27000000000001023,-0.003821656050955524,8.0,0.001
1321,2024-12-26 10:00:00,LH,High,70.46,1322,2024-12-26 10:16:00,LL,Low,70.13,-0.3299999999999983,-0.004683508373545253,16.0,0.001
1325,2024-12-26 10:23:00,LH,High,70.23,1326,2024-12-26 10:43:00,LL,Low,70.02,-0.21000000000000796,-0.0029901751388297093,20.0,0.001
1329,2024-12-26 11:20:00,LH,High,70.2,1330,2024-12-26 11:29:00,LL,Low,70.02,-0.18000000000000682,-0.002564102564102666,9.0,0.001
1331,2024-12-26 11:37:00,LH,High,70.12,1332,2024-12-26 11:47:00,LL,Low,69.89,-0.23000000000000398,-0.0032800912721050457,10.0,0.001
1333,2024-12-26 12:00:00,LH,High,70.03,1334,2024-12-26 12:30:00,LL,Low,69.82,-0.21000000000000796,-0.002998714836498717,30.0,0.001
1335,2024-12-26 13:00:00,LH,High,69.93,1336,2024-12-26 13:29:00,LL,Low,69.67,-0.2600000000000051,-0.003718003718003793,29.0,0.001
1337,2024-12-26 13:38:00,LH,High,69.91,1338,2024-12-26 14:23:00,LL,Low,69.41,-0.5,-0.0071520526391074535,45.0,0.001
1349,2024-12-26 22:14:00,LH,High,69.65,1350,2024-12-26 22:37:00,LL,Low,69.57,-0.0800000000000125,-0.001148600143575207,23.0,0.001
1353,2024-12-27 00:50:00,LH,High,69.66,1354,2024-12-27 01:35:00,LL,Low,69.51,-0.14999999999999147,-0.0021533161068043594,45.0,0.001
1363,2024-12-27 03:57:00,LH,High,69.86,1364,2024-12-27 04:16:00,LL,Low,69.66,-0.20000000000000284,-0.0028628685943316023,19.0,0.001
1375,2024-12-27 06:52:00,LH,High,70.25,1376,2024-12-27 06:56:00,LL,Low,70.12,-0.12999999999999545,-0.001850533807829069,4.0,0.001
1381,2024-12-27 08:04:00,LH,High,70.28,1382,2024-12-27 08:09:00,LL,Low,70.17,-0.10999999999999943,-0.0015651678998293006,5.0,0.001
1409,2024-12-27 14:34:00,LH,High,70.58,1410,2024-12-27 15:46:00,LL,Low,70.16,-0.4200000000000017,-0.005950694247662258,72.0,0.001
1417,2024-12-30 00:19:00,LH,High,70.72,1418,2024-12-30 02:29:00,LL,Low,70.49,-0.23000000000000398,-0.0032522624434390135,130.0,0.001
1423,2024-12-30 03:30:00,LH,High,70.57,1424,2024-12-30 03:44:00,LL,Low,70.29,-0.2799999999999869,-0.003967691653677052,14.0,0.001
1425,2024-12-30 03:51:00,LH,High,70.38,1426,2024-12-30 03:57:00,LL,Low,70.21,-0.1700000000000017,-0.0024154589371980784,6.0,0.001
1429,2024-12-30 04:50:00,LH,High,70.62,1430,2024-12-30 05:12:00,LL,Low,70.32,-0.30000000000001137,-0.004248088360238045,22.0,0.001
1431,2024-12-30 05:26:00,LH,High,70.41,1432,2024-12-30 05:28:00,LL,Low,70.31,-0.09999999999999432,-0.0014202528049992447,2.0,0.001
1445,2024-12-30 09:36:00,LH,High,71.24,1446,2024-12-30 09:43:00,LL,Low,71.12,-0.11999999999999034,-0.0016844469399212025,7.0,0.001
1485,2024-12-31 04:44:00,LH,High,71.47,1486,2024-12-31 05:04:00,LL,Low,71.36,-0.10999999999999943,-0.0015391073177556391,20.0,0.001
1495,2024-12-31 07:35:00,LH,High,71.29,1496,2024-12-31 08:12:00,LL,Low,70.89,-0.4000000000000057,-0.005610885117127262,37.0,0.001
1505,2024-12-31 09:43:00,LH,High,71.52,1506,2024-12-31 09:51:00,LL,Low,71.3,-0.21999999999999886,-0.0030760626398209645,8.0,0.001
1511,2024-12-31 10:30:00,LH,High,71.64,1512,2024-12-31 10:34:00,LL,Low,71.52,-0.12000000000000455,-0.0016750418760469454,4.0,0.001
