leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
543,2024-12-10 02:08:00,High,HH,68.07,0.0799999999999983,0.0011766436240623346,Up,0.001
544,2024-12-10 02:41:00,Low,LL,67.96,-0.10999999999999943,-0.0016159835463492866,Down,0.001
545,2024-12-10 03:23:00,High,HH,68.31,0.3500000000000085,0.005150088287227961,Up,0.001
546,2024-12-10 03:30:00,Low,HL,68.15,-0.1599999999999966,-0.0023422632118283992,Down,0.001
547,2024-12-10 03:43:00,High,HH,68.35,0.19999999999998863,0.0029347028613351256,Up,0.001
548,2024-12-10 03:50:00,Low,HL,68.2,-0.14999999999999147,-0.002194586686174005,Down,0.001
549,2024-12-10 04:00:00,High,HH,68.39,0.18999999999999773,0.002785923753665598,Up,0.001
550,2024-12-10 04:08:00,Low,HL,68.27,-0.12000000000000455,-0.0017546424915924064,Down,0.001
551,2024-12-10 04:21:00,High,LH,68.36,0.09000000000000341,0.0013182950051267017,Up,0.001
552,2024-12-10 04:47:00,Low,LL,68.04,-0.3199999999999932,-0.004681100058513632,Down,0.001
553,2024-12-10 05:01:00,High,LH,68.23,0.18999999999999773,0.00279247501469726,Up,0.001
554,2024-12-10 05:08:00,Low,HL,68.08,-0.15000000000000568,-0.0021984464311887164,Down,0.001
555,2024-12-10 05:23:00,High,LH,68.19,0.10999999999999943,0.0016157461809636064,Up,0.001
556,2024-12-10 05:31:00,Low,LL,67.97,-0.21999999999999886,-0.003226279513125041,Down,0.001
557,2024-12-10 05:39:00,High,LH,68.06,0.09000000000000341,0.0013241135795203363,Up,0.001
558,2024-12-10 06:02:00,Low,LL,67.73,-0.3299999999999983,-0.004848662944460735,Down,0.001
559,2024-12-10 06:31:00,High,LH,68.03,0.29999999999999716,0.00442935183818105,Up,0.001
560,2024-12-10 06:35:00,Low,HL,67.93,-0.09999999999999432,-0.001469939732470893,Down,0.001
561,2024-12-10 06:37:00,High,LH,68.01,0.0799999999999983,0.0011776829088767649,Up,0.001
562,2024-12-10 06:56:00,Low,LL,67.91,-0.10000000000000853,-0.0014703720041171486,Down,0.001
563,2024-12-10 07:09:00,High,HH,68.18,0.27000000000001023,0.003975850390222524,Up,0.001
564,2024-12-10 07:34:00,Low,HL,67.97,-0.21000000000000796,-0.0030800821355236874,Down,0.001
565,2024-12-10 08:01:00,High,HH,68.27,0.29999999999999716,0.004413711931734454,Up,0.001
566,2024-12-10 08:23:00,Low,HL,68.08,-0.18999999999999773,-0.002783067233045222,Down,0.001
567,2024-12-10 08:25:00,High,LH,68.17,0.09000000000000341,0.0013219741480612335,Up,0.001
568,2024-12-10 08:30:00,Low,HL,68.08,-0.09000000000000341,-0.0013202288396655382,Down,0.001
569,2024-12-10 08:40:00,High,HH,68.23,0.15000000000000568,0.0022032902467685744,Up,0.001
570,2024-12-10 08:42:00,Low,HL,68.16,-0.07000000000000739,-0.0010259416678881639,Down,0.001
571,2024-12-10 08:54:00,High,HH,68.33,0.1700000000000017,0.002494131455399007,Up,0.001
572,2024-12-10 08:55:00,Low,HL,68.24,-0.09000000000000341,-0.0013171374213376552,Down,0.001
573,2024-12-10 09:04:00,High,HH,68.59,0.3500000000000085,0.00512895662368118,Up,0.001
574,2024-12-10 09:16:00,Low,HL,68.47,-0.12000000000000455,-0.0017495261699956854,Down,0.001
575,2024-12-10 09:19:00,High,LH,68.54,0.07000000000000739,0.0010223455527968994,Up,0.001
576,2024-12-10 09:27:00,Low,LL,68.39,-0.15000000000000568,-0.00218850306390439,Down,0.001
577,2024-12-10 09:30:00,High,LH,68.47,0.0799999999999983,0.0011697616610615302,Up,0.001
578,2024-12-10 09:39:00,Low,LL,68.28,-0.18999999999999773,-0.0027749379290199494,Down,0.001
579,2024-12-10 09:43:00,High,HH,68.49,0.20999999999999375,0.0030755711775043437,Up,0.001
580,2024-12-10 09:44:00,Low,HL,68.39,-0.09999999999999432,-0.0014600671630894402,Down,0.001
581,2024-12-10 09:52:00,High,HH,68.54,0.15000000000000568,0.002193303114490508,Up,0.001
582,2024-12-10 09:57:00,Low,LL,68.31,-0.23000000000000398,-0.003355704697986628,Down,0.001
583,2024-12-10 10:13:00,High,LH,68.52,0.20999999999999375,0.0030742204655247463,Up,0.001
584,2024-12-10 10:24:00,Low,HL,68.37,-0.14999999999999147,-0.002189141856392185,Down,0.001
585,2024-12-10 10:59:00,High,HH,68.9,0.5300000000000011,0.007751937984496138,Up,0.001
586,2024-12-10 11:01:00,Low,HL,68.79,-0.10999999999999943,-0.0015965166908562534,Down,0.001
587,2024-12-10 11:05:00,High,HH,69.0,0.20999999999999375,0.0030527692978630228,Up,0.001
588,2024-12-10 11:08:00,Low,HL,68.93,-0.06999999999999318,-0.0010144927536230863,Down,0.001
589,2024-12-10 11:15:00,High,HH,69.04,0.10999999999999943,0.0015958218482519104,Up,0.001
590,2024-12-10 11:22:00,Low,LL,68.85,-0.19000000000001194,-0.0027520278099654183,Down,0.001
591,2024-12-10 11:49:00,High,HH,69.05,0.20000000000000284,0.002904865649963728,Up,0.001
592,2024-12-10 12:51:00,Low,LL,68.82,-0.23000000000000398,-0.003330919623461326,Down,0.001
593,2024-12-10 12:58:00,High,LH,68.94,0.12000000000000455,0.0017436791630340842,Up,0.001
594,2024-12-10 13:16:00,Low,LL,68.69,-0.25,-0.00362634174644616,Down,0.001
595,2024-12-10 13:24:00,High,LH,68.79,0.10000000000000853,0.0014558159848596652,Up,0.001
596,2024-12-10 13:47:00,Low,LL,68.68,-0.10999999999999943,-0.0015990696322140119,Down,0.001
597,2024-12-10 14:03:00,High,HH,68.8,0.11999999999999034,0.0017472335468839972,Up,0.001
598,2024-12-10 14:17:00,Low,HL,68.68,-0.11999999999999034,-0.0017441860465114978,Down,0.001
599,2024-12-10 14:24:00,High,HH,68.87,0.18999999999999773,0.0027664531158997363,Up,0.001
600,2024-12-10 14:53:00,Low,LL,68.31,-0.5600000000000023,-0.008131261797589717,Down,0.001
601,2024-12-10 15:00:00,High,LH,68.45,0.14000000000000057,0.002049480310349905,Up,0.001
602,2024-12-10 15:30:00,Low,HL,68.35,-0.10000000000000853,-0.0014609203798394699,Down,0.001
603,2024-12-10 15:41:00,High,HH,68.45,0.10000000000000853,0.001463057790782818,Up,0.001
604,2024-12-10 15:56:00,Low,LL,68.34,-0.10999999999999943,-0.0016070124178232392,Down,0.001
605,2024-12-10 21:30:00,High,HH,69.06,0.7199999999999989,0.010535557506584636,Up,0.001
606,2024-12-10 22:06:00,Low,HL,68.97,-0.09000000000000341,-0.0013032145960035768,Down,0.001
607,2024-12-10 22:24:00,High,HH,69.06,0.09000000000000341,0.001304915180513344,Up,0.001
608,2024-12-10 23:30:00,Low,LL,68.95,-0.10999999999999943,-0.0015928178395597792,Down,0.001
609,2024-12-11 01:08:00,High,HH,69.1,0.14999999999999147,0.002175489485134019,Up,0.001
610,2024-12-11 01:18:00,Low,HL,68.99,-0.10999999999999943,-0.0015918958031837516,Down,0.001
611,2024-12-11 01:58:00,High,HH,69.15,0.1600000000000108,0.0023191766922743273,Up,0.001
612,2024-12-11 03:02:00,Low,LL,68.7,-0.45000000000000284,-0.006507592190889366,Down,0.001
613,2024-12-11 03:16:00,High,LH,68.84,0.14000000000000057,0.002037845705967989,Up,0.001
614,2024-12-11 03:26:00,Low,HL,68.74,-0.10000000000000853,-0.0014526438117374862,Down,0.001
615,2024-12-11 03:29:00,High,LH,68.82,0.0799999999999983,0.001163805644457394,Up,0.001
616,2024-12-11 03:39:00,Low,HL,68.74,-0.0799999999999983,-0.0011624527753559821,Down,0.001
617,2024-12-11 03:47:00,High,HH,68.88,0.14000000000000057,0.0020366598778003286,Up,0.001
618,2024-12-11 03:51:00,Low,HL,68.78,-0.09999999999999432,-0.0014518002322879697,Down,0.001
619,2024-12-11 04:40:00,High,HH,69.36,0.5799999999999983,0.008432683919744166,Up,0.001
620,2024-12-11 04:57:00,Low,HL,69.22,-0.14000000000000057,-0.0020184544405997817,Down,0.001
621,2024-12-11 05:05:00,High,HH,69.37,0.15000000000000568,0.0021670037561398736,Up,0.001
622,2024-12-11 05:37:00,Low,LL,69.17,-0.20000000000000284,-0.0028830906732016937,Down,0.001
623,2024-12-11 06:04:00,High,LH,69.34,0.1700000000000017,0.002457712881307028,Up,0.001
624,2024-12-11 06:27:00,Low,LL,69.14,-0.20000000000000284,-0.0028843380444188993,Down,0.001
625,2024-12-11 07:17:00,High,HH,69.62,0.480000000000004,0.006942435637836253,Up,0.001
626,2024-12-11 07:26:00,Low,HL,69.51,-0.10999999999999943,-0.0015800057454754546,Down,0.001
627,2024-12-11 07:41:00,High,LH,69.59,0.0799999999999983,0.0011509135376204238,Up,0.001
628,2024-12-11 07:47:00,Low,LL,69.41,-0.18000000000000682,-0.0025865785313983203,Down,0.001
629,2024-12-11 07:50:00,High,LH,69.49,0.0799999999999983,0.0011525716755509396,Up,0.001
630,2024-12-11 08:04:00,Low,LL,69.31,-0.1799999999999926,-0.0025903007626996155,Down,0.001
631,2024-12-11 08:27:00,High,HH,69.52,0.20999999999999375,0.003029865820227906,Up,0.001
632,2024-12-11 08:37:00,Low,HL,69.39,-0.12999999999999545,-0.0018699654775603536,Down,0.001
633,2024-12-11 08:44:00,High,HH,69.52,0.12999999999999545,0.0018734687995387578,Up,0.001
634,2024-12-11 08:47:00,Low,HL,69.43,-0.0899999999999892,-0.0012945914844647577,Down,0.001
635,2024-12-11 08:50:00,High,HH,69.52,0.0899999999999892,0.0012962696240816918,Up,0.001
636,2024-12-11 09:00:00,Low,LL,69.37,-0.14999999999999147,-0.0021576524741080405,Down,0.001
637,2024-12-11 09:02:00,High,LH,69.49,0.11999999999999034,0.0017298544039208164,Up,0.001
638,2024-12-11 09:03:00,Low,HL,69.38,-0.10999999999999943,-0.0015829615772053884,Down,0.001
639,2024-12-11 09:10:00,High,LH,69.46,0.0799999999999983,0.0011530700490054446,Up,0.001
640,2024-12-11 09:12:00,Low,LL,69.37,-0.0899999999999892,-0.0012957097610133417,Down,0.001
641,2024-12-11 09:14:00,High,HH,69.47,0.09999999999999432,0.0014415453366007913,Up,0.001
642,2024-12-11 09:19:00,Low,HL,69.4,-0.06999999999999318,-0.0010076291924571157,Down,0.001
643,2024-12-11 09:22:00,High,HH,69.51,0.10999999999999943,0.0015850144092219853,Up,0.001
644,2024-12-11 09:40:00,Low,LL,69.19,-0.3200000000000074,-0.004603654150482028,Down,0.001
645,2024-12-11 09:57:00,High,HH,69.51,0.3200000000000074,0.00462494580141648,Up,0.001
646,2024-12-11 10:01:00,Low,HL,69.43,-0.0799999999999983,-0.0011509135376204238,Down,0.001
647,2024-12-11 10:07:00,High,HH,69.54,0.10999999999999943,0.001584329540544438,Up,0.001
648,2024-12-11 10:10:00,Low,HL,69.47,-0.07000000000000739,-0.0010066148979005485,Down,0.001
649,2024-12-11 10:15:00,High,HH,69.65,0.18000000000000682,0.002591046494889948,Up,0.001
650,2024-12-11 10:31:00,Low,LL,69.4,-0.25,-0.003589375448671883,Down,0.001
651,2024-12-11 10:33:00,High,LH,69.56,0.1599999999999966,0.002305475504322807,Up,0.001
652,2024-12-11 10:43:00,Low,LL,69.13,-0.4300000000000068,-0.006181713628522267,Down,0.001
653,2024-12-11 11:02:00,High,LH,69.54,0.4100000000000108,0.005930854911037287,Up,0.001
654,2024-12-11 11:08:00,Low,HL,69.46,-0.0800000000000125,-0.0011504170261721347,Down,0.001
655,2024-12-11 11:15:00,High,HH,69.71,0.25,0.0035991937805932572,Up,0.001
656,2024-12-11 11:35:00,Low,HL,69.6,-0.10999999999999943,-0.0015779658585568512,Down,0.001
657,2024-12-11 11:51:00,High,HH,70.04,0.44000000000001194,0.006321839080460023,Up,0.001
658,2024-12-11 11:56:00,Low,HL,69.88,-0.1600000000000108,-0.0022844089091949016,Down,0.001
659,2024-12-11 12:05:00,High,LH,69.97,0.09000000000000341,0.001287922152261034,Up,0.001
660,2024-12-11 12:08:00,Low,HL,69.9,-0.06999999999999318,-0.0010004287551806934,Down,0.001
661,2024-12-11 12:27:00,High,HH,69.98,0.0799999999999983,0.0011444921316166035,Up,0.001
662,2024-12-11 12:33:00,Low,LL,69.89,-0.09000000000000341,-0.001286081737639333,Down,0.001
663,2024-12-11 12:48:00,High,HH,70.05,0.1599999999999966,0.0022893117756475068,Up,0.001
664,2024-12-11 13:17:00,Low,LL,69.82,-0.23000000000000398,-0.003283369022127114,Down,0.001
665,2024-12-11 13:52:00,High,HH,70.22,0.4000000000000057,0.005729017473503406,Up,0.001
666,2024-12-11 13:58:00,Low,HL,70.12,-0.09999999999999432,-0.001424095699230854,Down,0.001
667,2024-12-11 14:21:00,High,HH,70.43,0.3100000000000023,0.004420992584141414,Up,0.001
668,2024-12-11 14:23:00,Low,HL,70.31,-0.12000000000000455,-0.0017038193951441905,Down,0.001
669,2024-12-11 14:26:00,High,LH,70.39,0.0799999999999983,0.0011378182335370912,Up,0.001
670,2024-12-11 14:28:00,Low,LL,70.29,-0.09999999999999432,-0.0014206563432305197,Down,0.001
671,2024-12-11 15:20:00,High,HH,70.53,0.23999999999999488,0.0034144259496371454,Up,0.001
672,2024-12-11 16:40:00,Low,LL,70.26,-0.269999999999996,-0.0038281582305401685,Down,0.001
673,2024-12-11 18:14:00,High,LH,70.42,0.1599999999999966,0.002277255906632414,Up,0.001
674,2024-12-11 19:36:00,Low,HL,70.33,-0.09000000000000341,-0.0012780460096564195,Down,0.001
675,2024-12-11 19:58:00,High,LH,70.41,0.0799999999999983,0.0011374946679936215,Up,0.001
676,2024-12-11 20:52:00,Low,LL,70.16,-0.25,-0.003550632012498278,Down,0.001
677,2024-12-11 22:29:00,High,LH,70.36,0.20000000000000284,0.002850627137970463,Up,0.001
678,2024-12-11 23:10:00,Low,HL,70.24,-0.12000000000000455,-0.0017055144968732838,Down,0.001
679,2024-12-12 00:54:00,High,HH,70.51,0.27000000000001023,0.0038439635535310046,Up,0.001
680,2024-12-12 02:02:00,Low,HL,70.34,-0.1700000000000017,-0.0024110055311303835,Down,0.001
681,2024-12-12 02:15:00,High,LH,70.45,0.10999999999999943,0.0015638328120557432,Up,0.001
682,2024-12-12 02:46:00,Low,HL,70.35,-0.10000000000000853,-0.0014194464158979736,Down,0.001
683,2024-12-12 03:27:00,High,HH,70.57,0.21999999999999886,0.003127221037668715,Up,0.001
684,2024-12-12 03:31:00,Low,HL,70.45,-0.11999999999999034,-0.0017004392801471813,Down,0.001
685,2024-12-12 03:44:00,High,HH,70.63,0.1799999999999926,0.0025550035486159306,Up,0.001
686,2024-12-12 03:48:00,Low,HL,70.55,-0.0799999999999983,-0.0011326631742885063,Down,0.001
687,2024-12-12 04:00:00,High,HH,70.71,0.1599999999999966,0.002267895109851148,Up,0.001
688,2024-12-12 04:09:00,Low,LL,70.45,-0.2599999999999909,-0.003676990524678181,Down,0.001
689,2024-12-12 04:34:00,High,LH,70.61,0.1599999999999966,0.002271114265436358,Up,0.001
690,2024-12-12 04:49:00,Low,HL,70.49,-0.12000000000000455,-0.0016994759949016114,Down,0.001
691,2024-12-12 05:00:00,High,LH,70.57,0.0799999999999983,0.001134912753582018,Up,0.001
692,2024-12-12 06:03:00,Low,LL,70.24,-0.3299999999999983,-0.004676208020405248,Down,0.001
693,2024-12-12 06:06:00,High,LH,70.36,0.12000000000000455,0.0017084282460138045,Up,0.001
694,2024-12-12 06:17:00,Low,LL,70.14,-0.21999999999999886,-0.003126776577600854,Down,0.001
695,2024-12-12 07:03:00,High,HH,70.49,0.3499999999999943,0.004990019960079861,Up,0.001
696,2024-12-12 07:17:00,Low,HL,70.33,-0.1599999999999966,-0.002269825507164036,Down,0.001
697,2024-12-12 07:22:00,High,LH,70.42,0.09000000000000341,0.0012796815014930463,Up,0.001
698,2024-12-12 07:30:00,Low,HL,70.34,-0.0799999999999983,-0.0011360408974723235,Down,0.001
699,2024-12-12 07:37:00,High,HH,70.55,0.20999999999999375,0.0029854990048334695,Up,0.001
700,2024-12-12 08:38:00,Low,LL,70.12,-0.4299999999999926,-0.0060949681077249185,Down,0.001
701,2024-12-12 08:50:00,High,LH,70.42,0.29999999999999716,0.00427837992013691,Up,0.001
702,2024-12-12 08:58:00,Low,HL,70.19,-0.23000000000000398,-0.0032661175802329856,Down,0.001
703,2024-12-12 09:00:00,High,LH,70.28,0.09000000000000341,0.0012822339364582103,Up,0.001
704,2024-12-12 09:14:00,Low,LL,69.86,-0.4200000000000017,-0.005976095617529875,Down,0.001
705,2024-12-12 09:20:00,High,LH,70.02,0.1599999999999966,0.00229029487546506,Up,0.001
706,2024-12-12 09:41:00,Low,LL,69.69,-0.3299999999999983,-0.0047129391602399595,Down,0.001
707,2024-12-12 09:51:00,High,LH,69.82,0.12999999999999545,0.0018654039316974291,Up,0.001
708,2024-12-12 10:11:00,Low,LL,69.33,-0.4899999999999949,-0.007018046405041445,Down,0.001
709,2024-12-12 10:13:00,High,LH,69.41,0.0799999999999983,0.001153901629886045,Up,0.001
710,2024-12-12 10:16:00,Low,LL,69.25,-0.1599999999999966,-0.0023051433511021013,Down,0.001
711,2024-12-12 10:21:00,High,LH,69.4,0.15000000000000568,0.0021660649819494893,Up,0.001
712,2024-12-12 10:25:00,Low,HL,69.32,-0.0800000000000125,-0.0011527377521615145,Down,0.001
713,2024-12-12 10:30:00,High,HH,69.43,0.11000000000001364,0.0015868436237740369,Up,0.001
714,2024-12-12 10:32:00,Low,HL,69.35,-0.0800000000000125,-0.0011522396658506517,Down,0.001
715,2024-12-12 10:37:00,High,HH,69.47,0.12000000000000455,0.0017303532804615607,Up,0.001
716,2024-12-12 10:39:00,Low,LL,69.25,-0.21999999999999886,-0.0031668346048654428,Down,0.001
717,2024-12-12 10:41:00,High,LH,69.35,0.09999999999999432,0.0014440433212996595,Up,0.001
718,2024-12-12 10:44:00,Low,HL,69.26,-0.0899999999999892,-0.0012977649603459485,Down,0.001
719,2024-12-12 10:48:00,High,HH,69.41,0.14999999999999147,0.0021657522379439076,Up,0.001
720,2024-12-12 10:51:00,Low,HL,69.29,-0.11999999999999034,-0.0017288575133265205,Down,0.001
721,2024-12-12 10:53:00,High,LH,69.4,0.10999999999999943,0.0015875306682060497,Up,0.001
722,2024-12-12 11:12:00,Low,LL,69.16,-0.2400000000000091,-0.0034582132564843215,Down,0.001
723,2024-12-12 11:23:00,High,LH,69.39,0.23000000000000398,0.00332562174667439,Up,0.001
724,2024-12-12 11:31:00,Low,HL,69.21,-0.18000000000000682,-0.0025940337224384935,Down,0.001
725,2024-12-12 11:45:00,High,HH,69.57,0.35999999999999943,0.005201560468140354,Up,0.001
726,2024-12-12 11:49:00,Low,HL,69.46,-0.10999999999999943,-0.0015811412965358596,Down,0.001
727,2024-12-12 12:17:00,High,HH,70.49,1.0300000000000011,0.014828678376043847,Up,0.001
728,2024-12-12 12:24:00,Low,HL,70.16,-0.3299999999999983,-0.004681515108525991,Down,0.001
729,2024-12-12 12:51:00,High,LH,70.4,0.2400000000000091,0.003420752565564511,Up,0.001
730,2024-12-12 12:53:00,Low,HL,70.21,-0.19000000000001194,-0.0026988636363638463,Down,0.001
731,2024-12-12 13:11:00,High,HH,70.49,0.28000000000000114,0.003988035892322994,Up,0.001
732,2024-12-12 13:23:00,Low,HL,70.31,-0.1799999999999926,-0.0025535536955595406,Down,0.001
733,2024-12-12 13:31:00,High,LH,70.42,0.10999999999999943,0.0015645000711135282,Up,0.001
734,2024-12-12 13:40:00,Low,LL,70.16,-0.2600000000000051,-0.0036921329167850514,Down,0.001
735,2024-12-12 13:43:00,High,LH,70.25,0.09000000000000341,0.0012827822120866639,Up,0.001
736,2024-12-12 13:56:00,Low,LL,70.12,-0.12999999999999545,-0.001850533807829069,Down,0.001
737,2024-12-12 14:11:00,High,LH,70.2,0.0799999999999983,0.0011409013120364797,Up,0.001
738,2024-12-12 14:12:00,Low,LL,69.98,-0.21999999999999886,-0.0031339031339031598,Down,0.001
739,2024-12-12 14:25:00,High,LH,70.1,0.11999999999999034,0.0017147756501856293,Up,0.001
740,2024-12-12 14:29:00,Low,HL,70.0,-0.09999999999999432,-0.0014265335235377208,Down,0.001
741,2024-12-12 14:55:00,High,HH,70.26,0.2600000000000051,0.003714285714285781,Up,0.001
742,2024-12-12 15:00:00,Low,HL,70.18,-0.0799999999999983,-0.001138627953316207,Down,0.001
743,2024-12-12 15:28:00,High,HH,70.27,0.0899999999999892,0.0012824166429179495,Up,0.001
744,2024-12-12 18:31:00,Low,LL,69.87,-0.3999999999999915,-0.005692329585882949,Down,0.001
745,2024-12-12 19:02:00,High,LH,69.96,0.0899999999999892,0.0012881064834691092,Up,0.001
746,2024-12-12 19:49:00,Low,HL,69.89,-0.06999999999999318,-0.0010005717552886706,Down,0.001
747,2024-12-12 20:11:00,High,HH,70.02,0.12999999999999545,0.0018600658177134743,Up,0.001
748,2024-12-12 20:37:00,Low,HL,69.93,-0.0899999999999892,-0.0012853470437016457,Down,0.001
749,2024-12-12 21:44:00,High,HH,70.08,0.14999999999999147,0.0021450021450020174,Up,0.001
750,2024-12-12 22:14:00,Low,HL,69.98,-0.09999999999999432,-0.0014269406392692918,Down,0.001
751,2024-12-12 23:50:00,High,HH,70.14,0.1599999999999966,0.002286367533580913,Up,0.001
752,2024-12-13 00:20:00,Low,HL,69.98,-0.1599999999999966,-0.0022811519817507175,Down,0.001
753,2024-12-13 01:24:00,High,LH,70.11,0.12999999999999545,0.0018576736210345057,Up,0.001
754,2024-12-13 01:37:00,Low,HL,70.03,-0.0799999999999983,-0.001141064042219364,Down,0.001
755,2024-12-13 01:59:00,High,HH,70.14,0.10999999999999943,0.0015707553905468519,Up,0.001
756,2024-12-13 02:10:00,Low,LL,70.02,-0.12000000000000455,-0.0017108639863131492,Down,0.001
757,2024-12-13 02:58:00,High,HH,70.35,0.3299999999999983,0.0047129391602398485,Up,0.001
758,2024-12-13 03:50:00,Low,HL,70.1,-0.25,-0.003553660270078196,Down,0.001
759,2024-12-13 03:54:00,High,LH,70.19,0.09000000000000341,0.001283880171184082,Up,0.001
760,2024-12-13 03:59:00,Low,LL,70.04,-0.14999999999999147,-0.0021370565607635728,Down,0.001
761,2024-12-13 04:00:00,High,LH,70.12,0.0799999999999983,0.0011422044545974508,Up,0.001
762,2024-12-13 04:03:00,Low,LL,69.98,-0.14000000000000057,-0.0019965772960639505,Down,0.001
763,2024-12-13 04:52:00,High,HH,70.46,0.47999999999998977,0.006859102600742961,Up,0.001
764,2024-12-13 04:57:00,Low,HL,70.36,-0.09999999999999432,-0.0014192449616803327,Down,0.001
765,2024-12-13 06:17:00,High,HH,70.91,0.5499999999999972,0.007816941444002135,Up,0.001
766,2024-12-13 06:45:00,Low,HL,70.64,-0.269999999999996,-0.0038076434917500013,Down,0.001
767,2024-12-13 06:56:00,High,LH,70.72,0.0799999999999983,0.0011325028312569874,Up,0.001
768,2024-12-13 07:32:00,Low,LL,70.46,-0.2600000000000051,-0.003676470588235392,Down,0.001
769,2024-12-13 07:46:00,High,LH,70.6,0.14000000000000057,0.001986942946352599,Up,0.001
770,2024-12-13 08:20:00,Low,LL,70.25,-0.3499999999999943,-0.004957507082152923,Down,0.001
771,2024-12-13 08:44:00,High,LH,70.51,0.2600000000000051,0.00370106761565836,Up,0.001
772,2024-12-13 08:51:00,Low,HL,70.35,-0.1600000000000108,-0.002269181676358145,Down,0.001
773,2024-12-13 08:53:00,High,LH,70.48,0.13000000000000966,0.0018479033404408263,Up,0.001
774,2024-12-13 09:00:00,Low,LL,70.3,-0.18000000000000682,-0.0025539160045403575,Down,0.001
775,2024-12-13 09:03:00,High,LH,70.38,0.0799999999999983,0.001137980085348378,Up,0.001
776,2024-12-13 09:06:00,Low,LL,70.25,-0.12999999999999545,-0.0018471156578573344,Down,0.001
777,2024-12-13 09:31:00,High,HH,70.67,0.4200000000000017,0.005978647686832872,Up,0.001
778,2024-12-13 09:36:00,Low,HL,70.5,-0.1700000000000017,-0.0024055469081647463,Down,0.001
779,2024-12-13 09:53:00,High,HH,70.78,0.28000000000000114,0.003971631205673676,Up,0.001
780,2024-12-13 10:01:00,Low,HL,70.53,-0.25,-0.0035320712065555204,Down,0.001
781,2024-12-13 10:15:00,High,LH,70.71,0.1799999999999926,0.002552105487026779,Up,0.001
782,2024-12-13 10:28:00,Low,LL,70.46,-0.25,-0.0035355678121906653,Down,0.001
783,2024-12-13 10:47:00,High,HH,70.82,0.35999999999999943,0.005109281862049286,Up,0.001
784,2024-12-13 10:51:00,Low,HL,70.71,-0.10999999999999943,-0.0015532335498447125,Down,0.001
785,2024-12-13 10:56:00,High,HH,70.88,0.1700000000000017,0.0024041861122896524,Up,0.001
786,2024-12-13 11:02:00,Low,HL,70.79,-0.0899999999999892,-0.0012697516930021413,Down,0.001
787,2024-12-13 11:05:00,High,HH,70.89,0.09999999999999432,0.0014126289023872474,Up,0.001
788,2024-12-13 11:13:00,Low,LL,70.71,-0.18000000000000682,-0.002539145154464739,Down,0.001
789,2024-12-13 11:22:00,High,LH,70.82,0.10999999999999943,0.0015556498373638927,Up,0.001
790,2024-12-13 11:25:00,Low,HL,70.71,-0.10999999999999943,-0.0015532335498447125,Down,0.001
791,2024-12-13 12:13:00,High,HH,71.22,0.5100000000000051,0.007212558336868957,Up,0.001
792,2024-12-13 12:16:00,Low,HL,71.04,-0.1799999999999926,-0.002527379949452291,Down,0.001
793,2024-12-13 12:34:00,High,HH,71.27,0.22999999999998977,0.0032376126126125726,Up,0.001
794,2024-12-13 13:00:00,Low,HL,71.12,-0.14999999999999147,-0.0021046723726672045,Down,0.001
795,2024-12-13 13:29:00,High,HH,71.36,0.23999999999999488,0.003374578177727683,Up,0.001
796,2024-12-13 13:33:00,Low,HL,71.24,-0.12000000000000455,-0.0016816143497758729,Down,0.001
797,2024-12-13 13:55:00,High,LH,71.32,0.0799999999999983,0.001122964626614209,Up,0.001
798,2024-12-13 14:06:00,Low,LL,71.19,-0.12999999999999545,-0.001822770611329183,Down,0.001
799,2024-12-13 14:32:00,High,HH,71.4,0.21000000000000796,0.002949852507374784,Up,0.001
800,2024-12-13 15:12:00,Low,LL,71.12,-0.28000000000000114,-0.0039215686274509665,Down,0.001
801,2024-12-13 15:44:00,High,LH,71.23,0.10999999999999943,0.0015466816647919934,Up,0.001
802,2024-12-13 16:00:00,Low,HL,71.12,-0.10999999999999943,-0.001544293134915109,Down,0.001
803,2024-12-13 16:09:00,High,LH,71.21,0.0899999999999892,0.0012654668166478533,Up,0.001
804,2024-12-13 16:30:00,Low,LL,71.06,-0.14999999999999147,-0.0021064457239150514,Down,0.001
805,2024-12-13 16:41:00,High,LH,71.14,0.0799999999999983,0.0011258091753447719,Up,0.001
806,2024-12-13 16:56:00,Low,LL,71.05,-0.09000000000000341,-0.0012651110486365802,Down,0.001
807,2024-12-15 18:00:00,High,HH,71.17,0.12000000000000455,0.001688951442646136,Up,0.001
808,2024-12-15 18:14:00,Low,LL,71.02,-0.15000000000000568,-0.002107629619221618,Down,0.001
809,2024-12-15 18:39:00,High,HH,71.19,0.1700000000000017,0.0023936919177696137,Up,0.001
810,2024-12-15 20:18:00,Low,LL,70.95,-0.23999999999999488,-0.003371260008428023,Down,0.001
811,2024-12-15 20:26:00,High,LH,71.07,0.11999999999999034,0.0016913319238900382,Up,0.001
812,2024-12-15 20:41:00,Low,HL,70.97,-0.09999999999999432,-0.0014070634585618969,Down,0.001
813,2024-12-15 20:59:00,High,HH,71.1,0.12999999999999545,0.0018317598985486683,Up,0.001
814,2024-12-15 21:26:00,Low,LL,70.95,-0.14999999999999147,-0.002109704641350074,Down,0.001
815,2024-12-15 21:46:00,High,LH,71.06,0.10999999999999943,0.0015503875968991832,Up,0.001
