leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
270,2024-12-04 21:13:00,Low,HL,68.59,-0.06999999999999318,-0.0010195164579084315,Down,0.001
271,2024-12-04 21:23:00,High,HH,68.69,0.09999999999999432,0.001457938474996201,Up,0.001
272,2024-12-04 22:22:00,Low,LL,68.47,-0.21999999999999886,-0.003202795166690864,Down,0.001
273,2024-12-04 23:26:00,High,LH,68.63,0.1599999999999966,0.0023367898349642147,Up,0.001
274,2024-12-05 01:28:00,Low,LL,68.46,-0.1700000000000017,-0.0024770508523969115,Down,0.001
275,2024-12-05 02:01:00,High,HH,68.68,0.22000000000001307,0.0032135553607948175,Up,0.001
276,2024-12-05 02:06:00,Low,HL,68.53,-0.15000000000000568,-0.0021840419336052186,Down,0.001
277,2024-12-05 02:24:00,High,LH,68.66,0.12999999999999545,0.0018969794250691674,Up,0.001
278,2024-12-05 02:43:00,Low,LL,68.47,-0.18999999999999773,-0.0027672589571803297,Down,0.001
279,2024-12-05 02:55:00,High,LH,68.6,0.12999999999999545,0.001898641740908369,Up,0.001
280,2024-12-05 03:03:00,Low,HL,68.5,-0.09999999999999432,-0.001457725947521804,Down,0.001
281,2024-12-05 03:42:00,High,HH,68.81,0.3100000000000023,0.004525547445255462,Up,0.001
282,2024-12-05 03:53:00,Low,HL,68.69,-0.12000000000000455,-0.001743932567940809,Down,0.001
283,2024-12-05 03:56:00,High,LH,68.79,0.10000000000000853,0.0014558159848596652,Up,0.001
284,2024-12-05 04:04:00,Low,LL,68.66,-0.13000000000000966,-0.0018898095653439029,Down,0.001
285,2024-12-05 04:13:00,High,LH,68.76,0.10000000000000853,0.0014564520827267113,Up,0.001
286,2024-12-05 04:31:00,Low,HL,68.66,-0.10000000000000853,-0.0014543339150669965,Down,0.001
287,2024-12-05 04:45:00,High,HH,68.99,0.3299999999999983,0.004806291872997415,Up,0.001
288,2024-12-05 04:53:00,Low,HL,68.86,-0.12999999999999545,-0.001884331062472766,Down,0.001
289,2024-12-05 04:54:00,High,LH,68.94,0.0799999999999983,0.0011617775196048896,Up,0.001
290,2024-12-05 05:11:00,Low,LL,68.73,-0.20999999999999375,-0.003046127067014681,Down,0.001
291,2024-12-05 05:24:00,High,LH,68.91,0.1799999999999926,0.0026189436927104293,Up,0.001
292,2024-12-05 05:33:00,Low,HL,68.77,-0.14000000000000057,-0.0020316354665506076,Down,0.001
293,2024-12-05 05:39:00,High,HH,68.95,0.18000000000000682,0.002617420386796576,Up,0.001
294,2024-12-05 05:50:00,Low,LL,68.71,-0.2400000000000091,-0.003480783176214808,Down,0.001
295,2024-12-05 06:33:00,High,HH,69.06,0.3500000000000085,0.005093872798719312,Up,0.001
296,2024-12-05 06:43:00,Low,LL,68.28,-0.7800000000000011,-0.011294526498696777,Down,0.001
297,2024-12-05 06:44:00,High,LH,68.35,0.06999999999999318,0.001025190392501374,Up,0.001
298,2024-12-05 06:47:00,Low,LL,68.22,-0.12999999999999545,-0.0019019751280174857,Down,0.001
299,2024-12-05 06:49:00,High,LH,68.32,0.09999999999999432,0.0014658457930225577,Up,0.001
300,2024-12-05 06:56:00,Low,LL,68.02,-0.29999999999999716,-0.0043911007025760895,Down,0.001
301,2024-12-05 06:58:00,High,LH,68.17,0.15000000000000568,0.002205233754777991,Up,0.001
302,2024-12-05 06:59:00,Low,HL,68.08,-0.09000000000000341,-0.0013202288396655382,Down,0.001
303,2024-12-05 07:00:00,High,HH,68.18,0.10000000000000853,0.001468860164512531,Up,0.001
304,2024-12-05 07:04:00,Low,LL,68.03,-0.15000000000000568,-0.002200058668231253,Down,0.001
305,2024-12-05 07:18:00,High,HH,68.64,0.6099999999999994,0.008966632368072824,Up,0.001
306,2024-12-05 07:24:00,Low,HL,68.55,-0.09000000000000341,-0.001311188811188857,Down,0.001
307,2024-12-05 07:27:00,High,HH,68.76,0.21000000000000796,0.0030634573304157975,Up,0.001
308,2024-12-05 07:28:00,Low,HL,68.69,-0.07000000000000739,-0.0010180337405469864,Down,0.001
309,2024-12-05 07:29:00,High,HH,68.76,0.07000000000000739,0.00101907118940181,Up,0.001
310,2024-12-05 07:31:00,Low,LL,68.65,-0.10999999999999943,-0.0015997673065736295,Down,0.001
311,2024-12-05 07:38:00,High,HH,68.82,0.1699999999999875,0.0024763292061178444,Up,0.001
312,2024-12-05 07:58:00,Low,LL,68.49,-0.3299999999999983,-0.0047951176983435095,Down,0.001
313,2024-12-05 08:13:00,High,LH,68.7,0.21000000000000796,0.0030661410424881463,Up,0.001
314,2024-12-05 08:22:00,Low,HL,68.5,-0.20000000000000284,-0.0029112081513829047,Down,0.001
315,2024-12-05 08:56:00,High,HH,69.13,0.6299999999999955,0.00919708029197075,Up,0.001
316,2024-12-05 09:05:00,Low,HL,68.88,-0.25,-0.003616374945754397,Down,0.001
317,2024-12-05 09:09:00,High,LH,69.05,0.1700000000000017,0.0024680603948896707,Up,0.001
318,2024-12-05 09:16:00,Low,LL,68.78,-0.269999999999996,-0.003910209992758817,Down,0.001
319,2024-12-05 09:23:00,High,LH,68.93,0.15000000000000568,0.002180866530968384,Up,0.001
320,2024-12-05 09:26:00,Low,HL,68.82,-0.11000000000001364,-0.0015958218482520214,Down,0.001
321,2024-12-05 09:33:00,High,HH,68.96,0.14000000000000057,0.0020342923568730242,Up,0.001
322,2024-12-05 09:35:00,Low,HL,68.87,-0.0899999999999892,-0.0013051044083525198,Down,0.001
323,2024-12-05 09:37:00,High,HH,68.99,0.11999999999999034,0.0017424132423404792,Up,0.001
324,2024-12-05 09:47:00,Low,LL,68.79,-0.19999999999998863,-0.0028989708653426316,Down,0.001
325,2024-12-05 09:57:00,High,HH,69.1,0.30999999999998806,0.004506468963511923,Up,0.001
326,2024-12-05 10:20:00,Low,LL,68.72,-0.37999999999999545,-0.005499276410998455,Down,0.001
327,2024-12-05 10:25:00,High,LH,68.85,0.12999999999999545,0.0018917345750872894,Up,0.001
328,2024-12-05 10:30:00,Low,HL,68.73,-0.11999999999999034,-0.0017429193899780593,Down,0.001
329,2024-12-05 10:34:00,High,LH,68.82,0.0899999999999892,0.0013094718463551036,Up,0.001
330,2024-12-05 10:37:00,Low,LL,68.64,-0.1799999999999926,-0.0026155187445509043,Down,0.001
331,2024-12-05 10:39:00,High,LH,68.71,0.06999999999999318,0.001019813519813395,Up,0.001
332,2024-12-05 10:43:00,Low,LL,68.51,-0.19999999999998863,-0.0029107844564107976,Down,0.001
333,2024-12-05 10:55:00,High,HH,68.92,0.4099999999999966,0.005984527806159656,Up,0.001
334,2024-12-05 11:27:00,Low,LL,68.27,-0.6500000000000057,-0.009431224608241529,Down,0.001
335,2024-12-05 11:31:00,High,LH,68.39,0.12000000000000455,0.001757726673502269,Up,0.001
336,2024-12-05 11:36:00,Low,LL,68.24,-0.15000000000000568,-0.002193303114490508,Down,0.001
337,2024-12-05 11:49:00,High,HH,68.56,0.3200000000000074,0.004689331770222793,Up,0.001
338,2024-12-05 11:50:00,Low,HL,68.47,-0.09000000000000341,-0.0013127187864644396,Down,0.001
339,2024-12-05 11:55:00,High,HH,68.6,0.12999999999999545,0.001898641740908369,Up,0.001
340,2024-12-05 12:20:00,Low,LL,68.42,-0.1799999999999926,-0.0026239067055392473,Down,0.001
341,2024-12-05 12:22:00,High,LH,68.49,0.06999999999999318,0.0010230926629639647,Up,0.001
342,2024-12-05 12:31:00,Low,LL,68.29,-0.19999999999998863,-0.0029201343261788804,Down,0.001
343,2024-12-05 12:38:00,High,LH,68.42,0.12999999999999545,0.0019036462146726496,Up,0.001
344,2024-12-05 12:45:00,Low,LL,68.24,-0.18000000000000682,-0.002630809704764814,Down,0.001
345,2024-12-05 12:50:00,High,LH,68.34,0.10000000000000853,0.0014654161781946229,Up,0.001
346,2024-12-05 13:02:00,Low,LL,68.21,-0.13000000000000966,-0.0019022534386889944,Down,0.001
347,2024-12-05 13:09:00,High,HH,68.36,0.15000000000000568,0.002199091042369261,Up,0.001
348,2024-12-05 13:12:00,Low,HL,68.28,-0.0799999999999983,-0.001170275014628408,Down,0.001
349,2024-12-05 13:42:00,High,HH,68.7,0.4200000000000017,0.0061511423550089095,Up,0.001
350,2024-12-05 14:10:00,Low,HL,68.35,-0.3500000000000085,-0.005094614264920083,Down,0.001
351,2024-12-05 14:13:00,High,LH,68.46,0.10999999999999943,0.0016093635698610775,Up,0.001
352,2024-12-05 14:28:00,Low,LL,68.27,-0.18999999999999773,-0.0027753432661408173,Down,0.001
353,2024-12-05 14:47:00,High,HH,68.61,0.3400000000000034,0.004980225574923169,Up,0.001
354,2024-12-05 14:56:00,Low,HL,68.52,-0.09000000000000341,-0.0013117621337997987,Down,0.001
355,2024-12-05 15:10:00,High,HH,68.68,0.1600000000000108,0.0023350846468186415,Up,0.001
356,2024-12-05 15:31:00,Low,LL,68.44,-0.2400000000000091,-0.0034944670937683275,Down,0.001
357,2024-12-05 15:48:00,High,LH,68.52,0.0799999999999983,0.0011689070718876593,Up,0.001
358,2024-12-05 16:04:00,Low,LL,68.42,-0.09999999999999432,-0.0014594279042614566,Down,0.001
359,2024-12-05 16:21:00,High,HH,68.53,0.10999999999999943,0.001607717041800738,Up,0.001
360,2024-12-05 16:44:00,Low,LL,68.38,-0.15000000000000568,-0.002188822413541569,Down,0.001
361,2024-12-05 16:51:00,High,LH,68.47,0.09000000000000341,0.0013161743199765485,Up,0.001
362,2024-12-05 18:09:00,Low,LL,68.37,-0.09999999999999432,-0.0014604936468525231,Down,0.001
363,2024-12-05 18:20:00,High,LH,68.45,0.0799999999999983,0.0011701038467164526,Up,0.001
364,2024-12-05 18:32:00,Low,HL,68.38,-0.07000000000000739,-0.0010226442658876067,Down,0.001
365,2024-12-05 19:02:00,High,HH,68.48,0.10000000000000853,0.001462415911085202,Up,0.001
366,2024-12-05 21:01:00,Low,LL,68.02,-0.46000000000000796,-0.006717289719626263,Down,0.001
367,2024-12-05 22:52:00,High,LH,68.34,0.3200000000000074,0.004704498676859847,Up,0.001
368,2024-12-05 23:38:00,Low,HL,68.25,-0.09000000000000341,-0.0013169446883231073,Down,0.001
369,2024-12-06 00:03:00,High,HH,68.36,0.10999999999999943,0.0016117216117215172,Up,0.001
370,2024-12-06 00:33:00,Low,HL,68.25,-0.10999999999999943,-0.0016091281451140471,Down,0.001
371,2024-12-06 01:20:00,High,HH,68.4,0.15000000000000568,0.00219780219780219,Up,0.001
372,2024-12-06 02:53:00,Low,LL,68.06,-0.3400000000000034,-0.004970760233918181,Down,0.001
373,2024-12-06 03:33:00,High,LH,68.37,0.3100000000000023,0.004554804584190553,Up,0.001
374,2024-12-06 03:47:00,Low,LL,68.03,-0.3400000000000034,-0.004972941348544757,Down,0.001
375,2024-12-06 03:54:00,High,LH,68.14,0.10999999999999943,0.0016169337057181377,Up,0.001
376,2024-12-06 03:56:00,Low,LL,68.02,-0.12000000000000455,-0.0017610801291459977,Down,0.001
377,2024-12-06 03:57:00,High,LH,68.1,0.0799999999999983,0.0011761246692150173,Up,0.001
378,2024-12-06 04:01:00,Low,LL,67.99,-0.10999999999999943,-0.0016152716593245131,Down,0.001
379,2024-12-06 04:08:00,High,HH,68.22,0.23000000000000398,0.003382850419179295,Up,0.001
380,2024-12-06 04:14:00,Low,HL,67.99,-0.23000000000000398,-0.0033714453239519493,Down,0.001
381,2024-12-06 04:17:00,High,LH,68.06,0.07000000000000739,0.001029563171054626,Up,0.001
382,2024-12-06 04:20:00,Low,LL,67.97,-0.09000000000000341,-0.001322362621216655,Down,0.001
383,2024-12-06 04:29:00,High,HH,68.13,0.1599999999999966,0.0023539796969249682,Up,0.001
384,2024-12-06 04:45:00,Low,LL,67.96,-0.1700000000000017,-0.002495229707911384,Down,0.001
385,2024-12-06 04:54:00,High,LH,68.11,0.15000000000000568,0.0022071806945263006,Up,0.001
386,2024-12-06 05:14:00,Low,LL,67.86,-0.25,-0.003670532961385975,Down,0.001
387,2024-12-06 05:21:00,High,LH,67.98,0.12000000000000455,0.0017683465959328348,Up,0.001
388,2024-12-06 06:02:00,Low,LL,67.57,-0.4100000000000108,-0.006031185642836334,Down,0.001
389,2024-12-06 06:12:00,High,LH,67.66,0.09000000000000341,0.0013319520497263593,Up,0.001
390,2024-12-06 06:22:00,Low,HL,67.59,-0.06999999999999318,-0.0010345846881465448,Down,0.001
391,2024-12-06 06:38:00,High,HH,67.74,0.14999999999999147,0.002219263204615851,Up,0.001
392,2024-12-06 07:15:00,Low,LL,67.58,-0.1599999999999966,-0.002361972246826105,Down,0.001
393,2024-12-06 07:28:00,High,HH,67.82,0.23999999999999488,0.0035513465522343246,Up,0.001
394,2024-12-06 07:33:00,Low,HL,67.73,-0.0899999999999892,-0.0013270421704509872,Down,0.001
395,2024-12-06 07:42:00,High,HH,67.83,0.09999999999999432,0.0014764506127269428,Up,0.001
396,2024-12-06 08:04:00,Low,LL,67.44,-0.39000000000000057,-0.005749668288367982,Down,0.001
397,2024-12-06 08:22:00,High,LH,67.71,0.269999999999996,0.0040035587188611554,Up,0.001
398,2024-12-06 08:27:00,Low,HL,67.64,-0.06999999999999318,-0.0010338207059517046,Down,0.001
399,2024-12-06 08:28:00,High,HH,67.72,0.0799999999999983,0.0011827321111768097,Up,0.001
400,2024-12-06 08:31:00,Low,LL,67.59,-0.12999999999999545,-0.001919669226225551,Down,0.001
401,2024-12-06 08:33:00,High,LH,67.69,0.09999999999999432,0.001479508803077234,Up,0.001
402,2024-12-06 08:37:00,Low,HL,67.62,-0.06999999999999318,-0.0010341261633918242,Down,0.001
403,2024-12-06 08:38:00,High,HH,67.7,0.0799999999999983,0.001183081928423535,Up,0.001
404,2024-12-06 08:46:00,Low,LL,67.44,-0.2600000000000051,-0.0038404726735599137,Down,0.001
405,2024-12-06 08:50:00,High,LH,67.6,0.1599999999999966,0.0023724792408066353,Up,0.001
406,2024-12-06 08:53:00,Low,HL,67.52,-0.0799999999999983,-0.0011834319526626835,Down,0.001
407,2024-12-06 08:54:00,High,HH,67.65,0.13000000000000966,0.0019253554502371983,Up,0.001
408,2024-12-06 09:02:00,Low,LL,67.34,-0.3100000000000023,-0.004582409460458292,Down,0.001
409,2024-12-06 09:09:00,High,HH,67.7,0.35999999999999943,0.005346005346005267,Up,0.001
410,2024-12-06 09:11:00,Low,HL,67.57,-0.13000000000000966,-0.0019202363367800679,Down,0.001
411,2024-12-06 09:13:00,High,LH,67.64,0.07000000000000739,0.0010359627053426745,Up,0.001
412,2024-12-06 09:19:00,Low,LL,67.56,-0.0799999999999983,-0.0011827321111768097,Down,0.001
413,2024-12-06 09:27:00,High,HH,67.64,0.0799999999999983,0.001184132622853662,Up,0.001
414,2024-12-06 09:42:00,Low,LL,67.26,-0.37999999999999545,-0.00561797752808979,Down,0.001
415,2024-12-06 09:50:00,High,LH,67.47,0.20999999999999375,0.003122212310437078,Up,0.001
416,2024-12-06 09:57:00,Low,HL,67.3,-0.1700000000000017,-0.0025196383577886783,Down,0.001
417,2024-12-06 10:00:00,High,LH,67.38,0.0799999999999983,0.0011887072808320909,Up,0.001
418,2024-12-06 10:13:00,Low,LL,67.12,-0.2599999999999909,-0.00385871178391195,Down,0.001
419,2024-12-06 10:19:00,High,LH,67.25,0.12999999999999545,0.001936829558998765,Up,0.001
420,2024-12-06 10:30:00,Low,LL,67.01,-0.23999999999999488,-0.003568773234200684,Down,0.001
421,2024-12-06 11:01:00,High,HH,67.39,0.37999999999999545,0.005670795403670992,Up,0.001
422,2024-12-06 11:08:00,Low,HL,67.31,-0.0799999999999983,-0.0011871197507048459,Down,0.001
423,2024-12-06 11:11:00,High,LH,67.38,0.06999999999999318,0.0010399643440794915,Up,0.001
424,2024-12-06 11:23:00,Low,LL,67.27,-0.10999999999999943,-0.0016325319085781498,Down,0.001
425,2024-12-06 11:26:00,High,HH,67.47,0.20000000000000284,0.0029730935037908246,Up,0.001
426,2024-12-06 11:35:00,Low,LL,67.23,-0.23999999999999488,-0.0035571365051133563,Down,0.001
427,2024-12-06 12:05:00,High,HH,67.49,0.2599999999999909,0.003867321136397317,Up,0.001
428,2024-12-06 12:09:00,Low,HL,67.42,-0.06999999999999318,-0.0010371906949177,Down,0.001
429,2024-12-06 12:23:00,High,HH,67.51,0.09000000000000341,0.0013349154553545794,Up,0.001
430,2024-12-06 12:34:00,Low,LL,67.35,-0.1600000000000108,-0.0023700192564065636,Down,0.001
431,2024-12-06 12:36:00,High,LH,67.43,0.0800000000000125,0.0011878247958427846,Up,0.001
432,2024-12-06 12:43:00,Low,LL,67.32,-0.11000000000001364,-0.0016313213703101903,Down,0.001
433,2024-12-06 13:55:00,High,HH,67.66,0.3400000000000034,0.005050505050505194,Up,0.001
434,2024-12-06 14:07:00,Low,HL,67.42,-0.23999999999999488,-0.003547147502216852,Down,0.001
435,2024-12-06 14:09:00,High,LH,67.49,0.06999999999999318,0.0010382675763866978,Up,0.001
436,2024-12-06 14:57:00,Low,LL,67.07,-0.4200000000000017,-0.006223144169506645,Down,0.001
437,2024-12-06 15:17:00,High,LH,67.16,0.09000000000000341,0.0013418816162218405,Up,0.001
438,2024-12-06 15:36:00,Low,HL,67.08,-0.0799999999999983,-0.001191185229303171,Down,0.001
439,2024-12-06 15:55:00,High,HH,67.19,0.10999999999999943,0.0016398330351818924,Up,0.001
440,2024-12-08 18:00:00,Low,HL,67.1,-0.09000000000000341,-0.001339485042417099,Down,0.001
441,2024-12-08 18:59:00,High,HH,67.33,0.23000000000000398,0.0034277198211625226,Up,0.001
442,2024-12-08 19:10:00,Low,HL,67.24,-0.09000000000000341,-0.0013366998366256544,Down,0.001
443,2024-12-08 19:21:00,High,HH,67.34,0.10000000000000853,0.001487209994051275,Up,0.001
444,2024-12-08 19:46:00,Low,LL,67.16,-0.18000000000000682,-0.0026730026730027445,Down,0.001
445,2024-12-08 20:12:00,High,HH,67.41,0.25,0.0037224538415723263,Up,0.001
446,2024-12-08 20:17:00,Low,HL,67.34,-0.06999999999999318,-0.0010384215991691148,Down,0.001
447,2024-12-08 20:25:00,High,HH,67.47,0.12999999999999545,0.0019305019305018156,Up,0.001
448,2024-12-08 20:33:00,Low,HL,67.39,-0.0799999999999983,-0.0011857121683711558,Down,0.001
449,2024-12-08 21:01:00,High,HH,67.58,0.18999999999999773,0.002819409407923912,Up,0.001
450,2024-12-08 21:16:00,Low,HL,67.51,-0.06999999999999318,-0.0010358094110682892,Down,0.001
451,2024-12-08 21:30:00,High,HH,67.58,0.06999999999999318,0.0010368834246776704,Up,0.001
452,2024-12-08 21:52:00,Low,LL,67.4,-0.1799999999999926,-0.0026635099141756324,Down,0.001
453,2024-12-08 22:13:00,High,LH,67.5,0.09999999999999432,0.0014836795252224366,Up,0.001
454,2024-12-08 22:29:00,Low,LL,67.38,-0.12000000000000455,-0.001777777777777878,Down,0.001
455,2024-12-08 22:55:00,High,HH,67.52,0.14000000000000057,0.0020777678836449986,Up,0.001
456,2024-12-08 23:41:00,Low,HL,67.45,-0.06999999999999318,-0.0010367298578197737,Down,0.001
457,2024-12-09 00:24:00,High,HH,67.63,0.1799999999999926,0.002668643439584839,Up,0.001
458,2024-12-09 00:49:00,Low,HL,67.56,-0.06999999999999318,-0.0010350436196953083,Down,0.001
459,2024-12-09 01:59:00,High,HH,67.63,0.06999999999999318,0.001036116044996982,Up,0.001
460,2024-12-09 02:05:00,Low,LL,67.46,-0.1700000000000017,-0.0025136773621173836,Down,0.001
461,2024-12-09 02:59:00,High,HH,67.96,0.5,0.007411799584939205,Up,0.001
462,2024-12-09 03:05:00,Low,HL,67.87,-0.0899999999999892,-0.0013243084167156027,Down,0.001
463,2024-12-09 03:26:00,High,HH,68.23,0.35999999999999943,0.005304258140562901,Up,0.001
464,2024-12-09 03:33:00,Low,HL,68.1,-0.13000000000000966,-0.001905320240363606,Down,0.001
465,2024-12-09 03:40:00,High,LH,68.22,0.12000000000000455,0.0017621145374449032,Up,0.001
466,2024-12-09 03:45:00,Low,HL,68.13,-0.09000000000000341,-0.0013192612137203907,Down,0.001
467,2024-12-09 03:58:00,High,LH,68.2,0.07000000000000739,0.001027447526787073,Up,0.001
468,2024-12-09 04:05:00,Low,LL,68.02,-0.18000000000000682,-0.0026392961876834375,Down,0.001
469,2024-12-09 04:11:00,High,LH,68.14,0.12000000000000455,0.001764187003822526,Up,0.001
470,2024-12-09 04:17:00,Low,LL,67.97,-0.1700000000000017,-0.0024948635162900246,Down,0.001
471,2024-12-09 04:18:00,High,LH,68.04,0.07000000000000739,0.001029866117404854,Up,0.001
472,2024-12-09 04:19:00,Low,HL,67.97,-0.07000000000000739,-0.0010288065843622185,Down,0.001
473,2024-12-09 04:25:00,High,HH,68.05,0.0799999999999983,0.0011769898484625951,Up,0.001
474,2024-12-09 04:28:00,Low,HL,67.98,-0.06999999999999318,-0.0010286554004407256,Down,0.001
475,2024-12-09 04:34:00,High,HH,68.05,0.06999999999999318,0.001029714621947564,Up,0.001
476,2024-12-09 04:41:00,Low,LL,67.96,-0.09000000000000341,-0.0013225569434239803,Down,0.001
477,2024-12-09 04:43:00,High,HH,68.05,0.09000000000000341,0.0013243084167158248,Up,0.001
478,2024-12-09 04:50:00,Low,LL,67.9,-0.14999999999999147,-0.0022042615723730785,Down,0.001
479,2024-12-09 05:10:00,High,HH,68.14,0.23999999999999488,0.003534609720176718,Up,0.001
480,2024-12-09 05:18:00,Low,HL,67.99,-0.15000000000000568,-0.002201350161432414,Down,0.001
481,2024-12-09 05:26:00,High,LH,68.13,0.14000000000000057,0.002059126342109252,Up,0.001
482,2024-12-09 05:42:00,Low,LL,67.93,-0.19999999999998863,-0.0029355643622485106,Down,0.001
483,2024-12-09 05:46:00,High,LH,68.0,0.06999999999999318,0.0010304725452670027,Up,0.001
484,2024-12-09 05:54:00,Low,LL,67.9,-0.09999999999999432,-0.0014705882352940014,Down,0.001
485,2024-12-09 06:18:00,High,HH,68.18,0.28000000000000114,0.004123711340206171,Up,0.001
486,2024-12-09 06:26:00,Low,HL,68.08,-0.10000000000000853,-0.0014667057788209092,Down,0.001
487,2024-12-09 06:31:00,High,LH,68.16,0.0799999999999983,0.001175088131609936,Up,0.001
488,2024-12-09 06:43:00,Low,LL,68.04,-0.11999999999999034,-0.0017605633802815213,Down,0.001
489,2024-12-09 06:48:00,High,LH,68.12,0.0799999999999983,0.0011757789535566943,Up,0.001
490,2024-12-09 07:24:00,Low,LL,67.99,-0.13000000000000966,-0.001908396946564972,Down,0.001
491,2024-12-09 07:40:00,High,HH,68.13,0.14000000000000057,0.002059126342109252,Up,0.001
492,2024-12-09 07:54:00,Low,HL,67.99,-0.14000000000000057,-0.002054895053574035,Down,0.001
493,2024-12-09 08:05:00,High,LH,68.12,0.13000000000000966,0.0019120458891015435,Up,0.001
494,2024-12-09 08:08:00,Low,HL,68.05,-0.07000000000000739,-0.0010275983558427626,Down,0.001
495,2024-12-09 08:18:00,High,HH,68.22,0.1700000000000017,0.0024981631153564443,Up,0.001
496,2024-12-09 08:37:00,Low,HL,68.09,-0.12999999999999545,-0.0019055995309292806,Down,0.001
497,2024-12-09 08:53:00,High,HH,68.37,0.28000000000000114,0.004112204435306133,Up,0.001
498,2024-12-09 09:06:00,Low,HL,68.19,-0.18000000000000682,-0.002632733655111963,Down,0.001
499,2024-12-09 09:12:00,High,HH,68.38,0.18999999999999773,0.0027863323067898182,Up,0.001
500,2024-12-09 09:26:00,Low,LL,68.16,-0.21999999999999886,-0.0032173150043872667,Down,0.001
501,2024-12-09 09:30:00,High,LH,68.24,0.0799999999999983,0.0011737089201877549,Up,0.001
502,2024-12-09 09:33:00,Low,LL,68.13,-0.10999999999999943,-0.0016119577960140852,Down,0.001
503,2024-12-09 09:35:00,High,LH,68.22,0.09000000000000341,0.0013210039630120463,Up,0.001
504,2024-12-09 09:39:00,Low,LL,68.1,-0.12000000000000455,-0.0017590149516271136,Down,0.001
505,2024-12-09 10:15:00,High,HH,68.71,0.6099999999999994,0.008957415565345128,Up,0.001
506,2024-12-09 10:18:00,Low,HL,68.63,-0.0799999999999983,-0.00116431378256443,Down,0.001
507,2024-12-09 10:29:00,High,HH,68.86,0.23000000000000398,0.003351304094419305,Up,0.001
508,2024-12-09 10:38:00,Low,HL,68.78,-0.0799999999999983,-0.0011617775196050006,Down,0.001
509,2024-12-09 10:42:00,High,HH,68.88,0.09999999999999432,0.0014539110206455153,Up,0.001
510,2024-12-09 11:02:00,Low,LL,68.57,-0.3100000000000023,-0.0045005807200929615,Down,0.001
511,2024-12-09 11:05:00,High,LH,68.7,0.13000000000000966,0.0018958728306841532,Up,0.001
512,2024-12-09 11:21:00,Low,HL,68.57,-0.13000000000000966,-0.0018922852983990213,Down,0.001
513,2024-12-09 11:28:00,High,HH,68.78,0.21000000000000796,0.0030625638034127434,Up,0.001
514,2024-12-09 11:33:00,Low,LL,68.44,-0.3400000000000034,-0.004943297470194841,Down,0.001
515,2024-12-09 11:44:00,High,HH,68.79,0.3500000000000085,0.005113968439509176,Up,0.001
516,2024-12-09 12:10:00,Low,LL,68.42,-0.37000000000000455,-0.005378688762901596,Down,0.001
517,2024-12-09 12:23:00,High,LH,68.6,0.1799999999999926,0.0026308097047644807,Up,0.001
518,2024-12-09 12:36:00,Low,HL,68.46,-0.14000000000000057,-0.0020408163265306367,Down,0.001
519,2024-12-09 12:39:00,High,LH,68.59,0.13000000000000966,0.0018989190768332609,Up,0.001
520,2024-12-09 12:52:00,Low,HL,68.51,-0.0799999999999983,-0.0011663507799970496,Down,0.001
521,2024-12-09 13:07:00,High,HH,68.64,0.12999999999999545,0.001897533206830948,Up,0.001
522,2024-12-09 13:22:00,Low,HL,68.53,-0.10999999999999943,-0.0016025641025640969,Down,0.001
523,2024-12-09 13:44:00,High,LH,68.6,0.06999999999999318,0.0010214504596526286,Up,0.001
524,2024-12-09 14:04:00,Low,LL,68.43,-0.1699999999999875,-0.0024781341107870114,Down,0.001
525,2024-12-09 14:13:00,High,LH,68.55,0.11999999999999034,0.0017536168347214165,Up,0.001
526,2024-12-09 14:28:00,Low,LL,68.34,-0.20999999999999375,-0.0030634573304156865,Down,0.001
527,2024-12-09 14:30:00,High,LH,68.46,0.11999999999999034,0.0017559262510973284,Up,0.001
528,2024-12-09 14:54:00,Low,LL,68.23,-0.22999999999998977,-0.0033596260590124105,Down,0.001
529,2024-12-09 14:59:00,High,LH,68.31,0.0799999999999983,0.0011725047633006636,Up,0.001
530,2024-12-09 16:18:00,Low,LL,68.1,-0.21000000000000796,-0.0030742204655249683,Down,0.001
531,2024-12-09 16:35:00,High,LH,68.21,0.10999999999999943,0.0016152716593245131,Up,0.001
532,2024-12-09 18:30:00,Low,HL,68.11,-0.09999999999999432,-0.0014660606949127297,Down,0.001
533,2024-12-09 20:20:00,High,HH,68.36,0.25,0.003670532961385975,Up,0.001
534,2024-12-09 20:41:00,Low,HL,68.18,-0.1799999999999926,-0.0026331187829138347,Down,0.001
535,2024-12-09 20:44:00,High,LH,68.27,0.0899999999999892,0.0013200352009385963,Up,0.001
536,2024-12-09 21:03:00,Low,LL,68.17,-0.09999999999999432,-0.0014647722279185205,Down,0.001
537,2024-12-09 21:08:00,High,LH,68.26,0.09000000000000341,0.0013202288396656492,Up,0.001
538,2024-12-09 22:26:00,Low,LL,68.03,-0.23000000000000398,-0.003369469674773029,Down,0.001
539,2024-12-09 22:51:00,High,LH,68.13,0.09999999999999432,0.001469939732470893,Up,0.001
540,2024-12-10 01:03:00,Low,LL,67.91,-0.21999999999999886,-0.0032291207984734838,Down,0.001
541,2024-12-10 01:39:00,High,LH,68.07,0.1599999999999966,0.002356059490502105,Up,0.001
542,2024-12-10 01:49:00,Low,HL,67.99,-0.0799999999999983,-0.0011752607609812893,Down,0.001
