trade_id,timestamp,balance
1,2024-12-02 01:18:00,10100.0
421,2024-12-02 02:09:00,9999.0
2,2024-12-02 02:44:00,9899.01
422,2024-12-02 03:15:00,9800.0199
3,2024-12-02 03:31:00,11956.024277998886
4,2024-12-02 03:41:00,11836.464035218896
423,2024-12-02 04:03:00,11718.099394866707
5,2024-12-02 04:07:00,11600.91840091804
6,2024-12-02 04:37:00,11484.90921690886
7,2024-12-02 04:51:00,11743.319674289278
8,2024-12-02 04:59:00,11827.200529105616
9,2024-12-02 05:07:00,11930.688533735303
10,2024-12-02 05:14:00,11811.38164839795
424,2024-12-02 05:48:00,11693.26783191397
11,2024-12-02 06:09:00,11576.335153594831
12,2024-12-02 06:59:00,12068.3293976225
13,2024-12-02 07:29:00,11947.646103646275
425,2024-12-02 08:01:00,11828.169642609813
14,2024-12-02 08:36:00,12094.303459568502
15,2024-12-02 08:38:00,11973.360424972818
16,2024-12-02 08:53:00,11853.62682072309
17,2024-12-02 09:13:00,11735.09055251586
426,2024-12-02 09:54:00,11782.03091472592
427,2024-12-02 10:03:00,11664.21060557866
428,2024-12-02 10:53:00,11780.852711634447
429,2024-12-02 10:56:00,11663.044184518103
430,2024-12-02 11:29:00,12048.82179985217
431,2024-12-02 11:45:00,12099.025224018218
432,2024-12-02 12:05:00,12152.260935003898
433,2024-12-02 12:15:00,12030.73832565386
18,2024-12-02 12:46:00,12136.007286003323
19,2024-12-02 12:48:00,12014.64721314329
434,2024-12-02 13:37:00,12134.793685274703
435,2024-12-02 13:44:00,12229.175413937937
436,2024-12-02 13:48:00,12106.883659798557
20,2024-12-02 13:58:00,12300.593798355341
21,2024-12-02 14:02:00,12454.351220834751
22,2024-12-02 14:04:00,12329.807708626404
23,2024-12-02 15:09:00,12206.50963154014
24,2024-12-02 20:01:00,12267.542179697826
25,2024-12-02 20:23:00,12359.548746045528
26,2024-12-02 20:29:00,12235.953258585072
437,2024-12-02 20:41:00,12113.59372599922
438,2024-12-02 21:17:00,11992.457788739228
27,2024-12-02 23:34:00,12064.412535471616
439,2024-12-03 00:38:00,11943.7684101169
28,2024-12-03 02:01:00,11824.33072601573
29,2024-12-03 02:57:00,11706.087418755573
30,2024-12-03 04:01:00,11901.188875734813
31,2024-12-03 04:20:00,12064.83022277617
32,2024-12-03 04:31:00,12487.099280573273
33,2024-12-03 04:36:00,12362.22828776754
34,2024-12-03 05:02:00,12238.606004889865
440,2024-12-03 06:27:00,12116.219944840966
35,2024-12-03 06:50:00,11995.057745392556
36,2024-12-03 08:13:00,12264.946544663884
37,2024-12-03 08:18:00,12142.297079217245
441,2024-12-03 08:28:00,12020.874108425072
38,2024-12-03 08:52:00,12167.795903083595
442,2024-12-03 09:27:00,12046.11794405276
443,2024-12-03 09:54:00,12300.424878427193
444,2024-12-03 10:00:00,12177.420629642922
39,2024-12-03 11:05:00,12055.646423346492
40,2024-12-03 11:43:00,12638.336000474868
41,2024-12-03 12:16:00,12511.95264047012
42,2024-12-03 12:33:00,12511.95264047012
43,2024-12-03 12:34:00,12386.833114065417
445,2024-12-03 12:48:00,12463.059779382736
446,2024-12-03 12:56:00,12531.040105452099
447,2024-12-03 13:02:00,12656.350506506584
448,2024-12-03 13:03:00,12529.787001441518
449,2024-12-03 13:29:00,12506.293650813815
44,2024-12-03 14:16:00,12381.230714305677
450,2024-12-03 15:15:00,12257.41840716262
451,2024-12-03 16:13:00,12625.140959377499
452,2024-12-03 16:33:00,12772.434270570217
453,2024-12-03 16:59:00,12644.709927864515
454,2024-12-03 20:10:00,12716.965413166616
455,2024-12-03 20:12:00,12589.795759034949
45,2024-12-03 21:52:00,12463.8978014446
456,2024-12-03 22:11:00,12339.258823430155
46,2024-12-04 00:07:00,12915.090901856876
47,2024-12-04 00:20:00,12924.315966786779
48,2024-12-04 00:31:00,12795.072807118911
49,2024-12-04 01:25:00,12813.351482557635
50,2024-12-04 01:28:00,12685.217967732058
51,2024-12-04 02:29:00,12558.365788054738
457,2024-12-04 03:18:00,12715.34536040544
52,2024-12-04 03:37:00,12588.191906801385
458,2024-12-04 04:00:00,12462.309987733372
459,2024-12-04 04:20:00,12337.686887856038
53,2024-12-04 05:07:00,15051.978003184893
54,2024-12-04 05:21:00,15023.307568893113
55,2024-12-04 05:48:00,15109.155040715365
56,2024-12-04 05:49:00,14958.06349030821
460,2024-12-04 06:18:00,15193.118773727312
461,2024-12-04 06:33:00,15307.067164530248
57,2024-12-04 07:02:00,15153.996492884946
462,2024-12-04 07:15:00,15842.814515288806
463,2024-12-04 07:23:00,15922.028587865236
464,2024-12-04 07:24:00,15762.808301986583
58,2024-12-04 07:52:00,16046.538851422369
59,2024-12-04 07:59:00,15886.073462908145
465,2024-12-04 08:15:00,15727.212728279064
466,2024-12-04 08:38:00,15569.940600996273
60,2024-12-04 08:58:00,15663.36024460226
61,2024-12-04 09:00:00,15506.726642156236
62,2024-12-04 09:31:00,15351.659375734675
63,2024-12-04 09:52:00,15198.142781977327
467,2024-12-04 10:11:00,15046.161354157553
468,2024-12-04 10:43:00,14895.699740615977
469,2024-12-04 10:52:00,14746.742743209817
470,2024-12-04 12:38:00,14599.275315777719
64,2024-12-04 12:53:00,14607.386024286476
471,2024-12-04 13:22:00,14461.312164043611
472,2024-12-04 13:47:00,14692.693158668317
473,2024-12-04 13:53:00,14545.766227081633
65,2024-12-04 14:20:00,14400.308564810817
66,2024-12-04 20:02:00,14256.30547916271
474,2024-12-04 20:19:00,14256.30547916271
475,2024-12-04 21:06:00,14505.790825048132
67,2024-12-04 21:29:00,14360.732916797651
476,2024-12-04 22:40:00,14217.125587629675
477,2024-12-05 01:07:00,14278.056125862382
478,2024-12-05 01:29:00,14468.43020754057
479,2024-12-05 01:41:00,14323.745905465164
480,2024-12-05 03:15:00,14180.508446410513
