trade_id,timestamp,balance
1,2024-12-02 01:18:00,10100.0
2,2024-12-02 02:09:00,9999.0
3,2024-12-02 02:44:00,9899.01
4,2024-12-02 03:15:00,9800.0199
5,2024-12-02 03:31:00,11956.024277998886
6,2024-12-02 03:41:00,11836.464035218896
7,2024-12-02 04:03:00,11718.099394866707
8,2024-12-02 04:07:00,11600.91840091804
9,2024-12-02 04:37:00,11484.90921690886
10,2024-12-02 04:51:00,11743.319674289278
11,2024-12-02 04:59:00,11827.200529105616
12,2024-12-02 05:07:00,11930.688533735303
13,2024-12-02 05:14:00,11811.38164839795
14,2024-12-02 05:48:00,11693.26783191397
15,2024-12-02 06:09:00,11576.335153594831
16,2024-12-02 06:59:00,12068.3293976225
17,2024-12-02 07:29:00,11947.646103646275
18,2024-12-02 08:01:00,11828.169642609813
19,2024-12-02 08:36:00,12094.303459568502
20,2024-12-02 08:38:00,11973.360424972818
21,2024-12-02 08:53:00,11853.62682072309
22,2024-12-02 09:13:00,11735.09055251586
23,2024-12-02 09:54:00,11782.03091472592
24,2024-12-02 10:03:00,11664.21060557866
25,2024-12-02 10:53:00,11780.852711634447
26,2024-12-02 10:56:00,11663.044184518103
27,2024-12-02 11:29:00,12048.82179985217
28,2024-12-02 11:45:00,12099.025224018218
29,2024-12-02 12:05:00,12152.260935003898
30,2024-12-02 12:15:00,12030.73832565386
31,2024-12-02 12:46:00,12136.007286003323
32,2024-12-02 12:48:00,12014.64721314329
33,2024-12-02 13:37:00,12134.793685274703
34,2024-12-02 13:44:00,12229.175413937937
35,2024-12-02 13:48:00,12106.883659798557
36,2024-12-02 13:58:00,12300.593798355341
37,2024-12-02 14:02:00,12454.351220834751
38,2024-12-02 14:04:00,12329.807708626404
39,2024-12-02 15:09:00,12206.50963154014
40,2024-12-02 20:01:00,12267.542179697826
41,2024-12-02 20:23:00,12359.548746045528
42,2024-12-02 20:29:00,12235.953258585072
43,2024-12-02 20:41:00,12113.59372599922
44,2024-12-02 21:17:00,11992.457788739228
45,2024-12-02 23:34:00,12064.412535471616
46,2024-12-03 00:38:00,11943.7684101169
47,2024-12-03 02:01:00,11824.33072601573
48,2024-12-03 02:57:00,11706.087418755573
49,2024-12-03 04:01:00,11901.188875734813
50,2024-12-03 04:20:00,12064.83022277617
51,2024-12-03 04:31:00,12487.099280573273
52,2024-12-03 04:36:00,12362.22828776754
53,2024-12-03 05:02:00,12238.606004889865
54,2024-12-03 06:27:00,12116.219944840966
55,2024-12-03 06:50:00,11995.057745392556
56,2024-12-03 08:13:00,12264.946544663884
57,2024-12-03 08:18:00,12142.297079217245
58,2024-12-03 08:28:00,12020.874108425072
59,2024-12-03 08:52:00,12167.795903083595
60,2024-12-03 09:27:00,12046.11794405276
61,2024-12-03 09:54:00,12300.424878427193
62,2024-12-03 10:00:00,12177.420629642922
63,2024-12-03 11:05:00,12055.646423346492
64,2024-12-03 11:43:00,12638.336000474868
65,2024-12-03 12:16:00,12511.95264047012
66,2024-12-03 12:33:00,12511.95264047012
67,2024-12-03 12:34:00,12386.833114065417
68,2024-12-03 12:48:00,12463.059779382736
69,2024-12-03 12:56:00,12531.040105452099
70,2024-12-03 13:02:00,12656.350506506584
71,2024-12-03 13:03:00,12529.787001441518
72,2024-12-03 13:29:00,12506.293650813815
73,2024-12-03 14:16:00,12381.230714305677
74,2024-12-03 15:15:00,12257.41840716262
75,2024-12-03 16:13:00,12625.140959377499
76,2024-12-03 16:33:00,12772.434270570217
77,2024-12-03 16:59:00,12644.709927864515
78,2024-12-03 20:10:00,12716.965413166616
79,2024-12-03 20:12:00,12589.795759034949
80,2024-12-03 21:52:00,12463.8978014446
81,2024-12-03 22:11:00,12339.258823430155
82,2024-12-04 00:07:00,12915.090901856876
83,2024-12-04 00:20:00,12924.315966786779
84,2024-12-04 00:31:00,12795.072807118911
85,2024-12-04 01:25:00,12813.351482557635
86,2024-12-04 01:28:00,12685.217967732058
87,2024-12-04 02:29:00,12558.365788054738
88,2024-12-04 03:18:00,12715.34536040544
89,2024-12-04 03:37:00,12588.191906801385
90,2024-12-04 04:00:00,12462.309987733372
91,2024-12-04 04:20:00,12337.686887856038
92,2024-12-04 05:07:00,15051.978003184893
93,2024-12-04 05:21:00,15023.307568893113
94,2024-12-04 05:48:00,15109.155040715365
95,2024-12-04 05:49:00,14958.06349030821
96,2024-12-04 06:18:00,15193.118773727312
97,2024-12-04 06:33:00,15307.067164530248
99,2024-12-04 07:02:00,15153.996492884946
98,2024-12-04 07:15:00,15842.814515288806
100,2024-12-04 07:23:00,15922.028587865236
101,2024-12-04 07:24:00,15762.808301986583
102,2024-12-04 07:52:00,16046.538851422369
103,2024-12-04 07:59:00,15886.073462908145
104,2024-12-04 08:15:00,15727.212728279064
105,2024-12-04 08:38:00,15569.940600996273
106,2024-12-04 08:58:00,15663.36024460226
107,2024-12-04 09:00:00,15506.726642156236
108,2024-12-04 09:31:00,15351.659375734675
109,2024-12-04 09:52:00,15198.142781977327
110,2024-12-04 10:11:00,15046.161354157553
111,2024-12-04 10:43:00,14895.699740615977
112,2024-12-04 10:52:00,14746.742743209817
113,2024-12-04 12:38:00,14599.275315777719
114,2024-12-04 12:53:00,14607.386024286476
115,2024-12-04 13:22:00,14461.312164043611
116,2024-12-04 13:47:00,14692.693158668317
117,2024-12-04 13:53:00,14545.766227081633
118,2024-12-04 14:20:00,14400.308564810817
120,2024-12-04 20:02:00,14256.30547916271
119,2024-12-04 20:19:00,14256.30547916271
121,2024-12-04 21:06:00,14505.790825048132
122,2024-12-04 21:29:00,14360.732916797651
123,2024-12-04 22:40:00,14217.125587629675
124,2024-12-05 01:07:00,14278.056125862382
125,2024-12-05 01:29:00,14468.43020754057
126,2024-12-05 01:41:00,14323.745905465164
127,2024-12-05 03:15:00,14180.508446410513
128,2024-12-05 03:43:00,14393.216073106645
129,2024-12-05 04:24:00,14393.216073106645
130,2024-12-05 04:29:00,14249.283912375578
132,2024-12-05 05:12:00,14378.822857033532
133,2024-12-05 05:17:00,14235.034628463198
131,2024-12-05 05:25:00,14215.380443756476
134,2024-12-05 05:46:00,14073.226639318911
135,2024-12-05 06:22:00,14201.165063312712
136,2024-12-05 06:34:00,14255.784928940837
137,2024-12-05 06:38:00,14113.227079651428
138,2024-12-05 06:49:00,13972.094808854914
139,2024-12-05 06:57:00,14052.985884064074
140,2024-12-05 06:58:00,13912.456025223433
141,2024-12-05 07:30:00,13972.080836760108
142,2024-12-05 07:59:00,14083.857483454176
143,2024-12-05 08:01:00,13943.018908619633
144,2024-12-05 09:10:00,13943.018908619633
145,2024-12-05 09:26:00,13803.588719533436
146,2024-12-05 09:38:00,13958.879092628145
147,2024-12-05 09:40:00,13819.290301701863
148,2024-12-05 10:00:00,13681.097398684844
149,2024-12-05 10:38:00,13800.80700092334
150,2024-12-05 10:44:00,13921.564062181422
151,2024-12-05 10:46:00,13782.348421559607
152,2024-12-05 11:09:00,13644.524937344011
153,2024-12-05 11:34:00,13662.717637260466
154,2024-12-05 11:37:00,13744.693943084038
155,2024-12-05 12:01:00,13607.247003653198
156,2024-12-05 12:22:00,13471.174533616666
157,2024-12-05 13:03:00,13525.059231751133
158,2024-12-05 13:07:00,13389.80863943362
159,2024-12-05 13:24:00,13437.629384574451
160,2024-12-05 13:35:00,13795.966168163082
161,2024-12-05 13:43:00,14658.21405367314
162,2024-12-05 14:05:00,14511.631913136409
163,2024-12-05 14:29:00,14638.608692376356
164,2024-12-05 15:19:00,14492.222605452593
165,2024-12-05 16:20:00,14347.300379398066
166,2024-12-05 18:20:00,14203.827375604085
167,2024-12-05 19:03:00,14381.3752177991
168,2024-12-05 19:08:00,14237.561465621107
169,2024-12-05 22:15:00,14250.504703317134
170,2024-12-05 23:25:00,14107.999656283962
171,2024-12-06 00:03:00,13966.919659721123
172,2024-12-06 00:07:00,13827.250463123912
173,2024-12-06 02:39:00,13896.38671543954
174,2024-12-06 02:54:00,14035.350582593936
175,2024-12-06 03:01:00,13894.997076767997
176,2024-12-06 03:34:00,14153.047022479446
177,2024-12-06 03:44:00,14011.516552254652
178,2024-12-06 03:57:00,14087.943006176045
179,2024-12-06 04:02:00,14475.361438845823
180,2024-12-06 04:05:00,14330.607824457364
181,2024-12-06 04:27:00,14187.30174621279
182,2024-12-06 04:48:00,14045.428728750661
183,2024-12-06 05:15:00,14242.064730953183
184,2024-12-06 05:52:00,14587.943445847797
185,2024-12-06 06:03:00,14785.309739526932
186,2024-12-06 06:49:00,14637.456642131663
187,2024-12-06 07:39:00,14665.337511926193
188,2024-12-06 07:43:00,14707.238476245977
189,2024-12-06 08:29:00,14788.945356669557
190,2024-12-06 08:30:00,14641.055903102862
191,2024-12-06 08:40:00,14494.645344071834
192,2024-12-06 09:44:00,14349.698890631116
193,2024-12-06 10:00:00,14206.201901724806
194,2024-12-06 10:16:00,14064.139882707557
195,2024-12-06 10:36:00,13923.498483880481
196,2024-12-06 11:27:00,13980.458250405449
197,2024-12-06 11:57:00,13840.653667901393
198,2024-12-06 12:09:00,13702.247131222379
199,2024-12-06 12:27:00,13565.224659910155
200,2024-12-06 12:48:00,13429.572413311053
201,2024-12-06 13:09:00,13742.929102954935
202,2024-12-06 13:13:00,13605.499811925385
203,2024-12-06 13:17:00,14421.829800640522
204,2024-12-06 13:18:00,14277.611502634118
205,2024-12-06 13:58:00,14134.835387607776
206,2024-12-06 14:22:00,14240.846653014842
207,2024-12-06 14:34:00,14834.215263557104
208,2024-12-06 15:46:00,14685.873110921533
209,2024-12-09 00:25:00,15053.019938694675
210,2024-12-09 01:12:00,15083.125978572067
211,2024-12-09 01:29:00,14932.294718786346
212,2024-12-09 03:29:00,14782.971771598483
213,2024-12-09 04:00:00,14635.142053882497
214,2024-12-09 04:42:00,14752.223190313582
215,2024-12-09 05:17:00,14604.700958410445
216,2024-12-09 05:31:00,14458.65394882634
217,2024-12-09 06:04:00,14314.067409338077
218,2024-12-09 06:45:00,14170.926735244695
219,2024-12-09 07:20:00,14029.217467892247
220,2024-12-09 07:28:00,13888.925293213326
221,2024-12-09 08:07:00,13750.036040281193
222,2024-12-09 09:35:00,13612.535679878381
223,2024-12-09 10:16:00,14270.474904405793
224,2024-12-09 10:51:00,14127.770155361735
225,2024-12-09 11:05:00,13986.492453808118
226,2024-12-09 11:19:00,13846.627529270036
227,2024-12-09 11:23:00,13708.161253977336
228,2024-12-09 13:26:00,13571.079641437562
229,2024-12-09 14:10:00,13435.368845023186
230,2024-12-09 14:55:00,13608.109301602048
231,2024-12-09 16:19:00,13698.830030279398
232,2024-12-09 20:00:00,13714.946300903253
233,2024-12-09 20:34:00,13577.79683789422
234,2024-12-09 21:57:00,13630.019133424576
235,2024-12-09 22:31:00,13493.71894209033
236,2024-12-09 22:54:00,13358.781752669427
237,2024-12-10 00:30:00,13399.885696523783
238,2024-12-10 00:47:00,13265.886839558545
239,2024-12-10 02:18:00,13133.22797116296
240,2024-12-10 03:28:00,13001.895691451331
241,2024-12-10 04:01:00,13099.409909137228
242,2024-12-10 04:22:00,13186.739308531456
243,2024-12-10 04:24:00,13054.871915446141
244,2024-12-10 05:26:00,12924.32319629168
245,2024-12-10 06:57:00,12857.473248724653
246,2024-12-10 07:05:00,12986.716480687557
247,2024-12-10 07:16:00,12856.849315880681
248,2024-12-10 08:13:00,12728.280822721874
249,2024-12-10 08:49:00,12935.115386091124
250,2024-12-10 08:55:00,13119.902748749539
251,2024-12-10 08:56:00,12988.703721262043
252,2024-12-10 09:33:00,13014.681128704568
253,2024-12-10 09:40:00,13131.81325886292
254,2024-12-10 09:53:00,13230.301858304398
255,2024-12-10 11:01:00,13097.998839721353
256,2024-12-10 11:19:00,12967.01885132414
257,2024-12-10 11:50:00,13111.096838561061
258,2024-12-10 11:54:00,12979.985870175451
260,2024-12-10 12:18:00,12850.186011473697
259,2024-12-10 12:31:00,13012.435834850909
261,2024-12-10 13:58:00,12882.3114765024
262,2024-12-10 14:07:00,12753.488361737376
263,2024-12-10 15:54:00,12625.953478120002
264,2024-12-10 16:50:00,12720.648129205869
265,2024-12-10 18:43:00,12873.295906756353
266,2024-12-10 19:36:00,12965.248020376026
267,2024-12-10 21:16:00,13419.03170108928
268,2024-12-10 21:31:00,13466.956814307452
269,2024-12-10 21:42:00,13332.287246164378
270,2024-12-11 01:14:00,13198.964373702735
271,2024-12-11 02:04:00,13066.974729965707
272,2024-12-11 02:18:00,12936.30498266605
273,2024-12-11 03:03:00,12971.58581443696
274,2024-12-11 03:06:00,12841.86995629259
275,2024-12-11 03:29:00,12713.451256729664
276,2024-12-11 03:46:00,12586.316744162368
277,2024-12-11 04:20:00,12869.508870906007
278,2024-12-11 06:03:00,12740.813782196947
