trade_id,transition_type,direction,from_leg_id,to_leg_id,target_leg_id,entry_time,entry_price,stop_price,stop_distance,target_time,target_price,exit_time,exit_price,exit_reason,holding_minutes,lvn_price_center,lvn_price_min,lvn_price_max,risk_eur,units,pnl_eur,balance_before_trade,balance_after_trade
11,HL_to_HH,long,46,47,51,2024-12-02 05:10:00,68.67,68.63,0.04000000000000625,2024-12-02 05:55:00,68.68,2024-12-02 05:15:00,68.63,stop,5.0,68.7104,68.6936,68.72720000000001,102.49778613891529,2562.4446534724816,-102.49778613891529,10249.778613891529,10147.280827752613
12,LH_to_LL,short,49,50,62,2024-12-02 05:38:00,68.59,68.68,0.09000000000000341,2024-12-02 07:52:00,68.66,2024-12-02 05:48:00,68.68,stop,10.0,68.6096,68.5928,68.6264,101.47280827752613,1127.4756475280253,-101.47280827752613,10147.280827752613,10045.808019475087
13,HL_to_HH,long,52,53,55,2024-12-02 06:05:00,68.71,68.62,0.0899999999999892,2024-12-02 06:25:00,68.72,2024-12-02 06:09:00,68.62,stop,4.0,68.7104,68.6936,68.72720000000001,100.45808019475088,1116.2008910529214,-100.45808019475088,10045.808019475087,9945.349939280337
14,HL_to_HH,long,54,55,57,2024-12-02 06:26:00,68.68,68.62,0.060000000000002274,2024-12-02 06:59:00,68.85,2024-12-02 06:59:00,68.85,target,33.0,68.7104,68.6936,68.72720000000001,99.45349939280337,1657.5583232133265,281.78491494624484,9945.349939280337,10227.134854226582
15,HL_to_HH,long,58,59,63,2024-12-02 07:21:00,68.9,68.78,0.12000000000000455,2024-12-02 08:07:00,68.91,2024-12-02 07:29:00,68.78,stop,8.0,68.912,68.8952,68.92880000000001,102.27134854226583,852.261237852183,-102.27134854226583,10227.134854226582,10124.863505684316
16,LH_to_LL,short,61,62,70,2024-12-02 07:54:00,68.69,68.86,0.1700000000000017,2024-12-02 09:19:00,68.77,2024-12-02 08:01:00,68.86,stop,7.0,68.7104,68.6936,68.72720000000001,101.24863505684316,595.5802062167185,-101.24863505684316,10124.863505684316,10023.614870627473
17,HL_to_HH,long,64,65,67,2024-12-02 08:38:00,68.98,68.75,0.23000000000000398,2024-12-02 08:51:00,69.09,2024-12-02 08:51:00,69.09,target,13.0,68.9792,68.9624,68.99600000000001,100.23614870627473,435.80934220118695,47.93902764213031,10023.614870627473,10071.553898269603
18,HL_to_HH,long,66,67,77,2024-12-02 08:52:00,69.06,68.92,0.14000000000000057,2024-12-02 10:30:00,68.75,2024-12-02 08:54:00,68.92,stop,2.0,69.08,69.0632,69.0968,100.71553898269603,719.3967070192544,-100.71553898269603,10071.553898269603,9970.838359286907
19,LH_to_LL,short,71,72,74,2024-12-02 09:49:00,68.4,68.89,0.4899999999999949,2024-12-02 09:58:00,68.2,2024-12-02 09:58:00,68.2,target,9.0,68.44160000000001,68.4248,68.45840000000001,99.70838359286907,203.48649712830635,40.697299425661846,9970.838359286907,10011.535658712568
20,LH_to_LL,short,73,74,76,2024-12-02 09:59:00,68.23,68.42,0.18999999999999773,2024-12-02 10:18:00,68.16,2024-12-02 10:05:00,68.42,stop,6.0,68.24000000000001,68.2232,68.25680000000001,100.11535658712569,526.922929405931,-100.11535658712569,10011.535658712568,9911.420302125442
21,LH_to_LL,short,75,76,80,2024-12-02 10:21:00,68.24,68.41,0.1700000000000017,2024-12-02 10:53:00,68.29,2024-12-02 10:23:00,68.41,stop,2.0,68.24000000000001,68.2232,68.25680000000001,99.11420302125441,583.0247236544319,-99.11420302125441,9911.420302125442,9812.306099104188
22,LH_to_LL,short,79,80,84,2024-12-02 10:54:00,68.29,68.37,0.0799999999999983,2024-12-02 11:29:00,67.9,2024-12-02 10:56:00,68.37,stop,2.0,68.30720000000001,68.2904,68.32400000000001,98.12306099104188,1226.5382623880496,-98.12306099104188,9812.306099104188,9714.183038113146
23,LH_to_LL,short,83,84,86,2024-12-02 11:30:00,67.99,68.46,0.46999999999999886,2024-12-02 11:45:00,67.84,2024-12-02 11:45:00,67.84,target,15.0,67.90400000000001,67.8872,67.92080000000001,97.14183038113146,206.68474549176955,31.002711823763672,9714.183038113146,9745.185749936909
24,LH_to_LL,short,85,86,88,2024-12-02 11:46:00,67.84,68.1,0.2599999999999909,2024-12-02 12:05:00,67.74,2024-12-02 12:05:00,67.74,target,19.0,67.83680000000001,67.82000000000001,67.85360000000001,97.4518574993691,374.8148365360481,37.48148365360801,9745.185749936909,9782.667233590517
25,LH_to_LL,short,87,88,96,2024-12-02 12:06:00,67.77,67.96,0.18999999999999773,2024-12-02 13:44:00,67.81,2024-12-02 12:15:00,67.96,stop,9.0,67.76960000000001,67.75280000000001,67.78640000000001,97.82667233590517,514.8772228205597,-97.82667233590517,9782.667233590517,9684.840561254612
26,HL_to_HH,long,92,93,99,2024-12-02 13:04:00,68.0,67.94,0.060000000000002274,2024-12-02 14:02:00,68.0,2024-12-02 13:20:00,67.94,stop,16.0,67.97120000000001,67.9544,67.98800000000001,96.84840561254612,1614.1400935423742,-96.84840561254612,9684.840561254612,9587.992155642067
28,HL_to_HH,long,98,99,101,2024-12-02 14:04:00,67.98,67.93,0.04999999999999716,2024-12-02 14:28:00,68.12,2024-12-02 14:04:00,67.93,stop,0.0,67.9376,67.9208,67.9544,95.87992155642067,1917.5984311285224,-95.87992155642067,9587.992155642067,9492.112234085645
27,LH_to_LL,short,95,96,100,2024-12-02 13:45:00,67.82,68.05,0.23000000000000398,2024-12-02 14:14:00,67.88,2024-12-02 14:14:00,67.88,target,29.0,67.83680000000001,67.82000000000001,67.85360000000001,95.87992155642067,416.8692241583435,-25.01215344950156,9587.992155642067,9467.100080636144
29,HL_to_HH,long,102,103,105,2024-12-02 14:39:00,68.13,68.04,0.0899999999999892,2024-12-02 16:32:00,68.18,2024-12-02 15:09:00,68.04,stop,30.0,68.1392,68.1224,68.156,94.67100080636145,1051.900008959698,-94.67100080636145,9467.100080636144,9372.429079829782
30,HL_to_HH,long,106,107,113,2024-12-02 20:30:00,68.15,68.1,0.05000000000001137,2024-12-02 23:34:00,68.21,2024-12-02 20:30:00,68.1,stop,0.0,68.1392,68.1224,68.156,93.72429079829783,1874.4858159655305,-93.72429079829783,9372.429079829782,9278.704789031484
31,LH_to_LL,short,109,110,116,2024-12-02 21:46:00,67.96,68.07,0.10999999999999943,2024-12-03 00:15:00,68.13,2024-12-02 22:30:00,68.07,stop,44.0,67.9376,67.9208,67.9544,92.78704789031484,843.5186171846847,-92.78704789031484,9278.704789031484,9185.91774114117
32,LH_to_LL,short,115,116,120,2024-12-03 00:16:00,68.13,68.21,0.0799999999999983,2024-12-03 02:19:00,68.29,2024-12-03 00:38:00,68.21,stop,22.0,68.1392,68.1224,68.156,91.8591774114117,1148.2397176426707,-91.8591774114117,9185.91774114117,9094.058563729757
33,HL_to_HH,long,118,119,121,2024-12-03 02:17:00,68.31,68.3,0.010000000000005116,2024-12-03 03:07:00,68.56,2024-12-03 02:17:00,68.3,stop,0.0,68.30720000000001,68.2904,68.32400000000001,90.94058563729757,9094.058563725104,-90.94058563729757,9094.058563729757,9003.11797809246
34,HL_to_HH,long,124,125,127,2024-12-03 04:32:00,68.9,68.72,0.18000000000000682,2024-12-03 04:58:00,68.93,2024-12-03 04:58:00,68.93,target,26.0,68.8784,68.8616,68.8952,90.0311797809246,500.17322100511774,15.0051966301541,9003.11797809246,9018.123174722614
35,HL_to_HH,long,126,127,131,2024-12-03 04:59:00,68.9,68.78,0.12000000000000455,2024-12-03 05:40:00,68.87,2024-12-03 05:05:00,68.78,stop,6.0,68.912,68.8952,68.92880000000001,90.18123174722614,751.5102645601893,-90.18123174722614,9018.123174722614,8927.941942975387
36,HL_to_HH,long,130,131,135,2024-12-03 05:41:00,68.87,68.76,0.10999999999999943,2024-12-03 06:34:00,68.93,2024-12-03 05:45:00,68.76,stop,4.0,68.8784,68.8616,68.8952,89.27941942975387,811.6310857250394,-89.27941942975387,8927.941942975387,8838.662523545634
37,LH_to_LL,short,133,134,146,2024-12-03 06:00:00,68.69,68.84,0.15000000000000568,2024-12-03 08:25:00,69.09,2024-12-03 06:27:00,68.84,stop,27.0,68.7104,68.6936,68.72720000000001,88.38662523545634,589.2441682363533,-88.38662523545634,8838.662523545634,8750.275898310178
38,HL_to_HH,long,136,137,139,2024-12-03 06:50:00,68.88,68.81,0.06999999999999318,2024-12-03 07:23:00,69.03,2024-12-03 07:23:00,69.03,target,33.0,68.912,68.8952,68.92880000000001,87.50275898310177,1250.0394140444328,187.505912106672,8750.275898310178,8937.78181041685
39,HL_to_HH,long,138,139,141,2024-12-03 07:26:00,68.98,68.84,0.14000000000000057,2024-12-03 07:42:00,69.25,2024-12-03 07:42:00,69.25,target,16.0,68.9792,68.9624,68.99600000000001,89.3778181041685,638.4129864583438,172.3715063437503,8937.78181041685,9110.1533167606
40,HL_to_HH,long,140,141,143,2024-12-03 07:45:00,69.18,68.93,0.25,2024-12-03 07:56:00,69.31,2024-12-03 07:56:00,69.31,target,11.0,69.1472,69.1304,69.164,91.101533167606,364.406132670424,47.37279724715346,9110.1533167606,9157.526114007753
41,HL_to_HH,long,144,145,149,2024-12-03 08:18:00,69.25,69.23,0.01999999999999602,2024-12-03 08:46:00,69.3,2024-12-03 08:18:00,69.23,stop,0.0,69.248,69.2312,69.26480000000001,91.57526114007753,4578.763057004788,-91.57526114007753,9157.526114007753,9065.950852867676
42,HL_to_HH,long,150,151,161,2024-12-03 08:56:00,69.26,69.22,0.04000000000000625,2024-12-03 10:21:00,69.49,2024-12-03 08:56:00,69.22,stop,0.0,69.248,69.2312,69.26480000000001,90.65950852867677,2266.4877132165648,-90.65950852867677,9065.950852867676,8975.291344338999
43,LH_to_LL,short,153,154,156,2024-12-03 09:08:00,69.13,69.32,0.18999999999999773,2024-12-03 09:39:00,68.75,2024-12-03 09:39:00,68.75,target,31.0,69.1472,69.1304,69.164,89.75291344338999,472.3837549652161,179.50582688677997,8975.291344338999,9154.797171225779
44,LH_to_LL,short,155,156,166,2024-12-03 10:13:00,69.12,69.19,0.06999999999999318,2024-12-03 10:47:00,69.51,2024-12-03 10:16:00,69.19,stop,3.0,69.1472,69.1304,69.164,91.54797171225779,1307.828167318096,-91.54797171225779,9154.797171225779,9063.24919951352
45,HL_to_HH,long,162,163,165,2024-12-03 10:41:00,69.57,69.33,0.23999999999999488,2024-12-03 10:44:00,69.64,2024-12-03 10:44:00,69.64,target,3.0,69.55040000000001,69.5336,69.56720000000001,90.63249199513521,377.63538331307143,26.434476831917788,9063.24919951352,9089.683676345438
46,HL_to_HH,long,164,165,167,2024-12-03 10:45:00,69.61,69.57,0.04000000000000625,2024-12-03 11:04:00,69.75,2024-12-03 10:45:00,69.57,stop,0.0,69.61760000000001,69.6008,69.63440000000001,90.89683676345437,2272.4209190860042,-90.89683676345437,9089.683676345438,8998.786839581982
47,LH_to_LL,short,169,170,176,2024-12-03 11:13:00,69.7,69.73,0.030000000000001137,2024-12-03 13:02:00,69.91,2024-12-03 11:15:00,69.73,stop,2.0,69.7184,69.7016,69.7352,89.98786839581983,2999.5956131938806,-89.98786839581983,8998.786839581982,8908.798971186163
48,HL_to_HH,long,174,175,181,2024-12-03 12:41:00,70.08,69.97,0.10999999999999943,2024-12-03 13:35:00,69.98,2024-12-03 12:47:00,69.97,stop,6.0,70.08800000000001,70.0712,70.10480000000001,89.08798971186162,809.8908155623826,-89.08798971186162,8908.798971186163,8819.710981474302
49,LH_to_LL,short,177,178,186,2024-12-03 13:13:00,69.8,69.98,0.18000000000000682,2024-12-03 14:30:00,69.91,2024-12-03 13:34:00,69.98,stop,21.0,69.81920000000001,69.8024,69.83600000000001,88.19710981474302,489.9839434152204,-88.19710981474302,8819.710981474302,8731.51387165956
50,HL_to_HH,long,180,181,183,2024-12-03 13:36:00,69.89,69.86,0.030000000000001137,2024-12-03 13:50:00,70.11,2024-12-03 13:50:00,70.11,target,14.0,69.92,69.9032,69.9368,87.3151387165956,2910.5046238864097,640.3110172550068,8731.51387165956,9371.824888914565
51,HL_to_HH,long,184,185,189,2024-12-03 14:12:00,70.1,70.04,0.05999999999998806,2024-12-03 18:45:00,70.06,2024-12-03 14:16:00,70.04,stop,4.0,70.08800000000001,70.0712,70.10480000000001,93.71824888914566,1561.970814819405,-93.71824888914566,9371.824888914565,9278.10664002542
52,LH_to_LL,short,187,188,190,2024-12-03 16:34:00,69.93,70.08,0.14999999999999147,2024-12-03 20:50:00,69.88,2024-12-03 18:44:00,70.08,stop,130.0,69.92,69.9032,69.9368,92.7810664002542,618.5404426683965,-92.7810664002542,9278.10664002542,9185.325573625167
54,LH_to_LL,short,195,196,200,2024-12-03 22:31:00,69.94,70.02,0.0799999999999983,2024-12-04 03:18:00,69.99,2024-12-03 22:37:00,70.02,stop,6.0,69.92,69.9032,69.9368,91.85325573625167,1148.1656967031704,-91.85325573625167,9185.325573625167,9093.472317888914
53,HL_to_HH,long,192,193,197,2024-12-03 22:30:00,69.92,69.9,0.01999999999999602,2024-12-04 01:51:00,70.18,2024-12-04 01:51:00,70.18,target,201.0,69.92,69.9032,69.9368,91.85325573625167,4592.662786813497,1194.0923245715328,9185.325573625167,10287.564642460447
55,HL_to_HH,long,198,199,205,2024-12-04 02:17:00,70.15,70.1,0.05000000000001137,2024-12-04 04:01:00,70.08,2024-12-04 02:46:00,70.1,stop,29.0,70.1216,70.1048,70.1384,102.87564642460448,2057.512928491622,-102.87564642460448,10287.564642460447,10184.688996035842
56,LH_to_LL,short,201,202,204,2024-12-04 03:42:00,70.07,70.14,0.07000000000000739,2024-12-04 03:56:00,69.88,2024-12-04 03:56:00,69.88,target,14.0,70.08800000000001,70.0712,70.10480000000001,101.84688996035842,1454.9555708621097,276.4415584637975,10184.688996035842,10461.13055449964
57,LH_to_LL,short,203,204,208,2024-12-04 03:57:00,69.94,70.07,0.12999999999999545,2024-12-04 04:19:00,69.96,2024-12-04 04:00:00,70.07,stop,3.0,69.92,69.9032,69.9368,104.6113055449964,804.7023503461543,-104.6113055449964,10461.13055449964,10356.519248954643
58,LH_to_LL,short,207,208,214,2024-12-04 04:20:00,70.0,70.07,0.06999999999999318,2024-12-04 06:18:00,70.1,2024-12-04 04:20:00,70.07,stop,0.0,69.9872,69.9704,70.004,103.56519248954643,1479.5027498508075,-103.56519248954643,10356.519248954643,10252.954056465096
59,HL_to_HH,long,212,213,221,2024-12-04 05:35:00,70.39,70.31,0.0799999999999983,2024-12-04 08:21:00,70.15,2024-12-04 05:56:00,70.31,stop,21.0,70.4576,70.4408,70.4744,102.52954056465096,1281.6192570581643,-102.52954056465096,10252.954056465096,10150.424515900446
60,LH_to_LL,short,215,216,218,2024-12-04 06:36:00,70.08,70.18,0.10000000000000853,2024-12-04 07:23:00,69.79,2024-12-04 07:23:00,69.79,target,47.0,70.08800000000001,70.0712,70.10480000000001,101.50424515900445,1015.042451589958,294.36231096107974,10150.424515900446,10444.786826861526
61,LH_to_LL,short,217,218,222,2024-12-04 07:24:00,69.81,70.15,0.3400000000000034,2024-12-04 08:35:00,69.95,2024-12-04 08:18:00,70.15,stop,54.0,69.81920000000001,69.8024,69.83600000000001,104.44786826861525,307.19961255474766,-104.44786826861525,10444.786826861526,10340.33895859291
62,HL_to_HH,long,220,221,223,2024-12-04 08:23:00,70.08,70.0,0.0799999999999983,2024-12-04 09:05:00,70.33,2024-12-04 08:33:00,70.0,stop,10.0,70.08800000000001,70.0712,70.10480000000001,103.4033895859291,1292.5423698241414,-103.4033895859291,10340.33895859291,10236.935569006982
63,HL_to_HH,long,226,227,237,2024-12-04 09:31:00,70.32,70.15,0.1699999999999875,2024-12-04 10:54:00,69.92,2024-12-04 09:34:00,70.15,stop,3.0,70.28960000000001,70.2728,70.30640000000001,102.36935569006982,602.1726805298667,-102.36935569006982,10236.935569006982,10134.566213316913
64,LH_to_LL,short,231,232,236,2024-12-04 10:31:00,70.06,70.15,0.09000000000000341,2024-12-04 10:49:00,69.65,2024-12-04 10:49:00,69.65,target,18.0,69.81920000000001,69.8024,69.83600000000001,101.34566213316914,1126.0629125907255,461.68579416219364,10134.566213316913,10596.252007479106
65,LH_to_LL,short,235,236,240,2024-12-04 10:51:00,69.7,69.88,0.1799999999999926,2024-12-04 11:25:00,69.46,2024-12-04 10:52:00,69.88,stop,1.0,69.81920000000001,69.8024,69.83600000000001,105.96252007479107,588.6806670821968,-105.96252007479107,10596.252007479106,10490.289487404316
66,HL_to_HH,long,242,243,247,2024-12-04 11:48:00,69.57,69.48,0.0899999999999892,2024-12-04 12:53:00,69.52,2024-12-04 11:50:00,69.48,stop,2.0,69.55040000000001,69.5336,69.56720000000001,104.90289487404316,1165.5877208228417,-104.90289487404316,10490.289487404316,10385.386592530273
67,LH_to_LL,short,245,246,248,2024-12-04 12:34:00,69.24,69.37,0.13000000000000966,2024-12-04 13:00:00,68.77,2024-12-04 12:38:00,69.37,stop,4.0,69.248,69.2312,69.26480000000001,103.85386592530273,798.8758917330385,-103.85386592530273,10385.386592530273,10281.53272660497
68,LH_to_LL,short,251,252,254,2024-12-04 13:18:00,68.68,68.83,0.14999999999999147,2024-12-04 13:35:00,68.59,2024-12-04 13:22:00,68.83,stop,4.0,68.7104,68.6936,68.72720000000001,102.8153272660497,685.435515107037,-102.8153272660497,10281.53272660497,10178.71739933892
69,LH_to_LL,short,255,256,260,2024-12-04 13:58:00,68.64,68.72,0.0799999999999983,2024-12-04 14:29:00,68.5,2024-12-04 14:03:00,68.72,stop,5.0,68.7104,68.6936,68.72720000000001,101.7871739933892,1272.3396749173921,-101.7871739933892,10178.71739933892,10076.930225345532
70,HL_to_HH,long,258,259,261,2024-12-04 14:23:00,68.74,68.57,0.1700000000000017,2024-12-04 15:21:00,68.94,2024-12-04 14:27:00,68.57,stop,4.0,68.7104,68.6936,68.72720000000001,100.76930225345532,592.7606014909077,-100.76930225345532,10076.930225345532,9976.160923092077
71,HL_to_HH,long,264,265,271,2024-12-04 20:02:00,68.72,68.66,0.060000000000002274,2024-12-04 21:24:00,68.68,2024-12-04 20:11:00,68.66,stop,9.0,68.7104,68.6936,68.72720000000001,99.76160923092077,1662.6934871819499,-99.76160923092077,9976.160923092077,9876.399313861157
73,HL_to_HH,long,270,271,275,2024-12-04 21:28:00,68.62,68.59,0.030000000000001137,2024-12-05 02:02:00,68.67,2024-12-04 21:29:00,68.59,stop,1.0,68.6096,68.5928,68.6264,98.76399313861157,3292.133104620261,-98.76399313861157,9876.399313861157,9777.635320722546
72,LH_to_LL,short,267,268,272,2024-12-04 21:07:00,68.64,68.7,0.060000000000002274,2024-12-04 22:23:00,68.48,2024-12-04 22:23:00,68.48,target,76.0,68.6096,68.5928,68.6264,98.76399313861157,1646.0665523101304,263.37064836961525,9876.399313861157,10041.00596909216
74,LH_to_LL,short,273,274,278,2024-12-05 01:33:00,68.5,68.63,0.12999999999999545,2024-12-05 02:44:00,68.46,2024-12-05 02:00:00,68.63,stop,27.0,68.50880000000001,68.492,68.52560000000001,100.41005969092161,772.3850745455779,-100.41005969092161,10041.00596909216,9940.59590940124
75,LH_to_LL,short,277,278,284,2024-12-05 02:45:00,68.5,68.66,0.1599999999999966,2024-12-05 04:05:00,68.66,2024-12-05 03:15:00,68.66,stop,30.0,68.50880000000001,68.492,68.52560000000001,99.4059590940124,621.2872443375908,-99.4059590940124,9940.59590940124,9841.189950307227
76,LH_to_LL,short,283,284,290,2024-12-05 04:07:00,68.68,68.79,0.10999999999999943,2024-12-05 05:12:00,68.73,2024-12-05 04:36:00,68.79,stop,29.0,68.7104,68.6936,68.72720000000001,98.41189950307228,894.6536318461162,-98.41189950307228,9841.189950307227,9742.778050804154
78,LH_to_LL,short,289,290,294,2024-12-05 05:22:00,68.92,68.94,0.01999999999999602,2024-12-05 05:51:00,68.71,2024-12-05 05:27:00,68.94,stop,5.0,68.912,68.8952,68.92880000000001,97.42778050804155,4871.389025403047,-97.42778050804155,9742.778050804154,9645.350270296112
77,HL_to_HH,long,286,287,293,2024-12-05 04:47:00,68.96,68.66,0.29999999999999716,2024-12-05 05:40:00,68.95,2024-12-05 05:40:00,68.95,target,53.0,68.9792,68.9624,68.99600000000001,97.42778050804155,324.75926836014156,-3.2475926835984623,9742.778050804154,9642.102677612515
79,HL_to_HH,long,292,293,295,2024-12-05 05:41:00,68.92,68.77,0.15000000000000568,2024-12-05 06:34:00,69.05,2024-12-05 05:46:00,68.77,stop,5.0,68.912,68.8952,68.92880000000001,96.42102677612515,642.8068451741433,-96.42102677612515,9642.102677612515,9545.68165083639
80,LH_to_LL,short,297,298,300,2024-12-05 06:49:00,68.24,68.35,0.10999999999999943,2024-12-05 06:57:00,68.02,2024-12-05 06:49:00,68.35,stop,0.0,68.24000000000001,68.2232,68.25680000000001,95.4568165083639,867.7892409851308,-95.4568165083639,9545.68165083639,9450.224834328026
81,LH_to_LL,short,299,300,304,2024-12-05 06:58:00,68.05,68.32,0.269999999999996,2024-12-05 07:05:00,68.03,2024-12-05 07:05:00,68.03,target,7.0,68.1392,68.1224,68.156,94.50224834328026,350.00832719733944,7.000166543945396,9450.224834328026,9457.225000871971
82,HL_to_HH,long,306,307,309,2024-12-05 07:29:00,68.69,68.55,0.14000000000000057,2024-12-05 07:30:00,68.75,2024-12-05 07:30:00,68.75,target,1.0,68.7104,68.6936,68.72720000000001,94.5722500087197,675.5160714908523,40.530964289452676,9457.225000871971,9497.755965161425
83,HL_to_HH,long,314,315,321,2024-12-05 08:58:00,69.09,68.5,0.5900000000000034,2024-12-05 09:34:00,68.96,2024-12-05 09:34:00,68.96,target,36.0,69.08,69.0632,69.0968,94.97755965161424,160.97891466375202,-20.927258906289318,9497.755965161425,9476.828706255135
85,HL_to_HH,long,320,321,323,2024-12-05 09:35:00,68.9,68.82,0.0800000000000125,2024-12-05 09:38:00,68.99,2024-12-05 09:38:00,68.99,target,3.0,68.912,68.8952,68.92880000000001,94.76828706255135,1184.6035882817066,106.61432294534082,9476.828706255135,9583.443029200476
86,HL_to_HH,long,322,323,325,2024-12-05 09:39:00,68.92,68.87,0.04999999999999716,2024-12-05 09:58:00,69.1,2024-12-05 09:40:00,68.87,stop,1.0,68.9792,68.9624,68.99600000000001,95.83443029200477,1916.6886058402042,-95.83443029200477,9583.443029200476,9487.608598908471
84,LH_to_LL,short,317,318,324,2024-12-05 09:31:00,68.89,69.05,0.1599999999999966,2024-12-05 09:48:00,68.79,2024-12-05 09:48:00,68.79,target,17.0,68.9792,68.9624,68.99600000000001,94.97755965161424,593.6097478226017,59.36097478225679,9497.755965161425,9546.969573690729
87,LH_to_LL,short,329,330,332,2024-12-05 10:40:00,68.7,68.82,0.11999999999999034,2024-12-05 10:44:00,68.52,2024-12-05 10:44:00,68.52,target,4.0,68.7104,68.6936,68.72720000000001,95.46969573690728,795.5807978076248,143.2045436053779,9546.969573690729,9690.174117296106
88,LH_to_LL,short,331,332,334,2024-12-05 10:46:00,68.64,68.71,0.06999999999999318,2024-12-05 11:28:00,68.27,2024-12-05 10:46:00,68.71,stop,0.0,68.6096,68.5928,68.6264,96.90174117296107,1384.310588185293,-96.90174117296107,9690.174117296106,9593.272376123145
89,LH_to_LL,short,335,336,340,2024-12-05 11:38:00,68.3,68.39,0.09000000000000341,2024-12-05 12:21:00,68.41,2024-12-05 11:38:00,68.39,stop,0.0,68.24000000000001,68.2232,68.25680000000001,95.93272376123144,1065.919152902531,-95.93272376123144,9593.272376123145,9497.339652361914
90,HL_to_HH,long,338,339,347,2024-12-05 12:00:00,68.53,68.47,0.060000000000002274,2024-12-05 13:10:00,68.35,2024-12-05 12:01:00,68.47,stop,1.0,68.50880000000001,68.492,68.52560000000001,94.97339652361914,1582.889942060259,-94.97339652361914,9497.339652361914,9402.366255838295
91,LH_to_LL,short,341,342,344,2024-12-05 12:39:00,68.41,68.49,0.0799999999999983,2024-12-05 12:46:00,68.25,2024-12-05 12:46:00,68.25,target,7.0,68.44160000000001,68.4248,68.45840000000001,94.02366255838295,1175.2957819798119,188.0473251167659,9402.366255838295,9590.41358095506
92,LH_to_LL,short,343,344,346,2024-12-05 12:47:00,68.27,68.42,0.15000000000000568,2024-12-05 13:03:00,68.21,2024-12-05 13:03:00,68.21,target,16.0,68.24000000000001,68.2232,68.25680000000001,95.90413580955061,639.3609053969799,38.36165432382025,9590.41358095506,9628.775235278881
93,LH_to_LL,short,345,346,352,2024-12-05 13:04:00,68.24,68.34,0.10000000000000853,2024-12-05 14:29:00,68.28,2024-12-05 13:07:00,68.34,stop,3.0,68.24000000000001,68.2232,68.25680000000001,96.28775235278881,962.877523527806,-96.28775235278881,9628.775235278881,9532.487482926092
